,stco,NAME,2000,2010
1756,32011,"Eureka County, Nevada",1651,1987
1757,32013,"Humboldt County, Nevada",16106,16528
1758,32015,"Lander County, Nevada",5794,5775
1759,32017,"Lincoln County, Nevada",4165,5345
1760,32019,"Lyon County, Nevada",34501,51980
1761,32021,"Mineral County, Nevada",5071,4772
1762,32023,"Nye County, Nevada",32485,43946
1763,32027,"Pershing County, Nevada",6693,6753
1764,32029,"Storey County, Nevada",3399,4010
1765,32031,"Washoe County, Nevada",339486,421407
1766,32033,"White Pine County, Nevada",9181,10030
1767,32510,"Carson City, Nevada",52457,55274
1768,33001,"Belknap County, New Hampshire",56325,60088
1769,33003,"Carroll County, New Hampshire",43666,47818
1770,33005,"Cheshire County, New Hampshire",73825,77117
1771,33007,"Coos County, New Hampshire",33111,33055
1772,33009,"Grafton County, New Hampshire",81743,89118
1773,33011,"Hillsborough County, New Hampshire",380841,400721
1774,33013,"Merrimack County, New Hampshire",136225,146445
1775,33015,"Rockingham County, New Hampshire",277359,295223
1776,33017,"Strafford County, New Hampshire",112233,123143
1777,33019,"Sullivan County, New Hampshire",40458,43742
1778,34001,"Atlantic County, New Jersey",252552,274549
1779,34003,"Bergen County, New Jersey",884118,905116
1780,34005,"Burlington County, New Jersey",423394,448734
1781,34007,"Camden County, New Jersey",508932,513657
1782,34009,"Cape May County, New Jersey",102326,97265
1783,34011,"Cumberland County, New Jersey",146438,156898
1784,34013,"Essex County, New Jersey",793633,783969
1785,34015,"Gloucester County, New Jersey",254673,288288
1786,34017,"Hudson County, New Jersey",608975,634266
1787,34019,"Hunterdon County, New Jersey",121989,128349
1788,34021,"Mercer County, New Jersey",350761,366513
1789,34023,"Middlesex County, New Jersey",750162,809858
1790,34025,"Monmouth County, New Jersey",615301,630380
1791,34027,"Morris County, New Jersey",470212,492276
1792,34029,"Ocean County, New Jersey",510916,576567
1793,34031,"Passaic County, New Jersey",489049,501226
1794,34033,"Salem County, New Jersey",64285,66083
1795,34035,"Somerset County, New Jersey",297490,323444
1796,34037,"Sussex County, New Jersey",144166,149265
1797,34039,"Union County, New Jersey",522541,536499
1798,34041,"Warren County, New Jersey",102437,108692
1799,35001,"Bernalillo County, New Mexico",556678,662564
1800,35003,"Catron County, New Mexico",3543,3725
1801,35005,"Chaves County, New Mexico",61382,65645
1802,35006,"Cibola County, New Mexico",25595,27213
1803,35007,"Colfax County, New Mexico",14189,13750
1804,35009,"Curry County, New Mexico",45044,48376
1805,35011,"De Baca County, New Mexico",2240,2022
1806,35013,"Dona Ana County, New Mexico",174682,209233
1807,35015,"Eddy County, New Mexico",51658,53829
1808,35017,"Grant County, New Mexico",31002,29514
1809,35019,"Guadalupe County, New Mexico",4680,4687
1810,35021,"Harding County, New Mexico",810,695
1811,35023,"Hidalgo County, New Mexico",5932,4894
1812,35025,"Lea County, New Mexico",55511,64727
1813,35027,"Lincoln County, New Mexico",19411,20497
1814,35028,"Los Alamos County, New Mexico",18343,17950
1815,35029,"Luna County, New Mexico",25016,25095
1816,35031,"McKinley County, New Mexico",74798,71492
1817,35033,"Mora County, New Mexico",5180,4881
1818,35035,"Otero County, New Mexico",62298,63797
1819,35037,"Quay County, New Mexico",10155,9041
1820,35039,"Rio Arriba County, New Mexico",41190,40246
1821,35041,"Roosevelt County, New Mexico",18018,19846
1822,35043,"Sandoval County, New Mexico",89908,131561
1823,35045,"San Juan County, New Mexico",113801,130044
1824,35047,"San Miguel County, New Mexico",30126,29393
1825,35049,"Santa Fe County, New Mexico",129292,144170
1826,35051,"Sierra County, New Mexico",13270,11988
1827,35053,"Socorro County, New Mexico",18078,17866
1828,35055,"Taos County, New Mexico",29979,32937
1829,35057,"Torrance County, New Mexico",16911,16383
1830,35059,"Union County, New Mexico",4174,4549
1831,35061,"Valencia County, New Mexico",66152,76569
1832,36001,"Albany County, New York",294565,304204
1833,36003,"Allegany County, New York",49927,48946
1834,36005,"Bronx County, New York",1332650,1385108
1835,36007,"Broome County, New York",200536,200600
1836,36009,"Cattaraugus County, New York",83955,80317
1837,36011,"Cayuga County, New York",81963,80026
1838,36013,"Chautauqua County, New York",139750,134905
1839,36015,"Chemung County, New York",91070,88830
1840,36017,"Chenango County, New York",51401,50477
1841,36019,"Clinton County, New York",79894,82128
1842,36021,"Columbia County, New York",63094,63096
1843,36023,"Cortland County, New York",48599,49336
1844,36025,"Delaware County, New York",48055,47980
1845,36027,"Dutchess County, New York",280150,297488
1846,36029,"Erie County, New York",950265,919040
1847,36031,"Essex County, New York",38851,39370
1848,36033,"Franklin County, New York",51134,51599
1849,36035,"Fulton County, New York",55073,55531
1850,36037,"Genesee County, New York",60370,60079
1851,36039,"Greene County, New York",48195,49221
1852,36041,"Hamilton County, New York",5379,4836
1853,36043,"Herkimer County, New York",64427,64519
1854,36045,"Jefferson County, New York",111738,116229
1855,36047,"Kings County, New York",2465326,2504700
1856,36049,"Lewis County, New York",26944,27087
1857,36051,"Livingston County, New York",64328,65393
1858,36053,"Madison County, New York",69441,73442
1859,36055,"Monroe County, New York",735343,744344
1860,36057,"Montgomery County, New York",49708,50219
1861,36059,"Nassau County, New York",1334544,1339532
1862,36061,"New York County, New York",1537195,1585873
1863,36063,"Niagara County, New York",219846,216469
1864,36065,"Oneida County, New York",235469,234878
1865,36067,"Onondaga County, New York",458336,467026
1866,36069,"Ontario County, New York",100224,107931
1867,36071,"Orange County, New York",341367,372813
1868,36073,"Orleans County, New York",44171,42883
1869,36075,"Oswego County, New York",122377,122109
1870,36077,"Otsego County, New York",61676,62259
1871,36079,"Putnam County, New York",95745,99710
1872,36081,"Queens County, New York",2229379,2230722
1873,36083,"Rensselaer County, New York",152538,159429
1874,36085,"Richmond County, New York",443728,468730
1875,36087,"Rockland County, New York",286753,311687
1876,36089,"St. Lawrence County, New York",111931,111944
1877,36091,"Saratoga County, New York",200635,219607
1878,36093,"Schenectady County, New York",146555,154727
1879,36095,"Schoharie County, New York",31582,32749
1880,36097,"Schuyler County, New York",19224,18343
1881,36099,"Seneca County, New York",33342,35251
1882,36101,"Steuben County, New York",98726,98990
1883,36103,"Suffolk County, New York",1419369,1493350
1884,36105,"Sullivan County, New York",73966,77547
1885,36107,"Tioga County, New York",51784,51125
1886,36109,"Tompkins County, New York",96501,101564
1887,36111,"Ulster County, New York",177749,182493
1888,36113,"Warren County, New York",63303,65707
1889,36115,"Washington County, New York",61042,63216
1890,36117,"Wayne County, New York",93765,93772
1891,36119,"Westchester County, New York",923459,949113
1892,36121,"Wyoming County, New York",43424,42155
1893,36123,"Yates County, New York",24621,25348
1894,37001,"Alamance County, North Carolina",130800,151131
1895,37003,"Alexander County, North Carolina",33603,37198
1896,37005,"Alleghany County, North Carolina",10677,11155
1897,37007,"Anson County, North Carolina",25275,26948
1898,37009,"Ashe County, North Carolina",24384,27281
1899,37011,"Avery County, North Carolina",17167,17797
1900,37013,"Beaufort County, North Carolina",44958,47759
1901,37015,"Bertie County, North Carolina",19773,21282
1902,37017,"Bladen County, North Carolina",32278,35190
1903,37019,"Brunswick County, North Carolina",73143,107431
1904,37021,"Buncombe County, North Carolina",206330,238318
1905,37023,"Burke County, North Carolina",89148,90912
1906,37025,"Cabarrus County, North Carolina",131063,178011
1907,37027,"Caldwell County, North Carolina",77415,83029
1908,37029,"Camden County, North Carolina",6885,9980
1909,37031,"Carteret County, North Carolina",59383,66469
1910,37033,"Caswell County, North Carolina",23501,23719
1911,37035,"Catawba County, North Carolina",141685,154358
1912,37037,"Chatham County, North Carolina",49329,63505
1913,37039,"Cherokee County, North Carolina",24298,27444
1914,37041,"Chowan County, North Carolina",14526,14793
1915,37043,"Clay County, North Carolina",8775,10587
1916,37045,"Cleveland County, North Carolina",96287,98078
1917,37047,"Columbus County, North Carolina",54749,58098
1918,37049,"Craven County, North Carolina",91436,103505
1919,37051,"Cumberland County, North Carolina",302963,319431
1920,37053,"Currituck County, North Carolina",18190,23547
1921,37055,"Dare County, North Carolina",29967,33920
1922,37057,"Davidson County, North Carolina",147246,162878
1923,37059,"Davie County, North Carolina",34835,41240
1924,37061,"Duplin County, North Carolina",49063,58505
1925,37063,"Durham County, North Carolina",223314,267587
1926,37065,"Edgecombe County, North Carolina",55606,56552
1927,37067,"Forsyth County, North Carolina",306067,350670
1928,37069,"Franklin County, North Carolina",47260,60619
1929,37071,"Gaston County, North Carolina",190365,206086
1930,37073,"Gates County, North Carolina",10516,12197
1931,37075,"Graham County, North Carolina",7993,8861
1932,37077,"Granville County, North Carolina",48498,59916
1933,37079,"Greene County, North Carolina",18974,21362
1934,37081,"Guilford County, North Carolina",421048,488406
1935,37083,"Halifax County, North Carolina",57370,54691
1936,37085,"Harnett County, North Carolina",91025,114678
1937,37087,"Haywood County, North Carolina",54033,59036
1938,37089,"Henderson County, North Carolina",89173,106740
1939,37091,"Hertford County, North Carolina",22601,24669
1940,37093,"Hoke County, North Carolina",33646,46952
1941,37095,"Hyde County, North Carolina",5826,5810
1942,37097,"Iredell County, North Carolina",122660,159437
1943,37099,"Jackson County, North Carolina",33121,40271
1944,37101,"Johnston County, North Carolina",121965,168878
1945,37103,"Jones County, North Carolina",10381,10153
1946,37105,"Lee County, North Carolina",49040,57866
1947,37107,"Lenoir County, North Carolina",59648,59495
1948,37109,"Lincoln County, North Carolina",63780,78265
1949,37111,"McDowell County, North Carolina",42151,44996
1950,37113,"Macon County, North Carolina",29811,33922
1951,37115,"Madison County, North Carolina",19635,20764
1952,37117,"Martin County, North Carolina",25593,24505
1953,37119,"Mecklenburg County, North Carolina",695454,919628
1954,37121,"Mitchell County, North Carolina",15687,15579
1955,37123,"Montgomery County, North Carolina",26822,27798
1956,37125,"Moore County, North Carolina",74769,88247
1957,37127,"Nash County, North Carolina",87420,95840
1958,37129,"New Hanover County, North Carolina",160307,202667
1959,37131,"Northampton County, North Carolina",22086,22099
1960,37133,"Onslow County, North Carolina",150355,177772
1961,37135,"Orange County, North Carolina",118227,133801
1962,37137,"Pamlico County, North Carolina",12934,13144
1963,37139,"Pasquotank County, North Carolina",34897,40661
1964,37141,"Pender County, North Carolina",41082,52217
1965,37143,"Perquimans County, North Carolina",11368,13453
1966,37145,"Person County, North Carolina",35623,39464
1967,37147,"Pitt County, North Carolina",133798,168148
1968,37149,"Polk County, North Carolina",18324,20510
1969,37151,"Randolph County, North Carolina",130454,141752
1970,37153,"Richmond County, North Carolina",46564,46639
1971,37155,"Robeson County, North Carolina",123339,134168
1972,37157,"Rockingham County, North Carolina",91928,93643
1973,37159,"Rowan County, North Carolina",130340,138428
1974,37161,"Rutherford County, North Carolina",62899,67810
1975,37163,"Sampson County, North Carolina",60161,63431
1976,37165,"Scotland County, North Carolina",35998,36157
1977,37167,"Stanly County, North Carolina",58100,60585
1978,37169,"Stokes County, North Carolina",44711,47401
1979,37171,"Surry County, North Carolina",71219,73673
1980,37173,"Swain County, North Carolina",12968,13981
1981,37175,"Transylvania County, North Carolina",29334,33090
1982,37177,"Tyrrell County, North Carolina",4149,4407
1983,37179,"Union County, North Carolina",123677,201292
1984,37181,"Vance County, North Carolina",42954,45422
1985,37183,"Wake County, North Carolina",627846,900993
1986,37185,"Warren County, North Carolina",19972,20972
1987,37187,"Washington County, North Carolina",13723,13228
1988,37189,"Watauga County, North Carolina",42695,51079
1989,37191,"Wayne County, North Carolina",113329,122623
1990,37193,"Wilkes County, North Carolina",65632,69340
1991,37195,"Wilson County, North Carolina",73814,81234
1992,37197,"Yadkin County, North Carolina",36348,38406
1993,37199,"Yancey County, North Carolina",17774,17818
1994,38001,"Adams County, North Dakota",2593,2343
1995,38003,"Barnes County, North Dakota",11775,11066
1996,38005,"Benson County, North Dakota",6964,6660
1997,38007,"Billings County, North Dakota",888,783
1998,38009,"Bottineau County, North Dakota",7149,6429
1999,38011,"Bowman County, North Dakota",3242,3151
2000,38013,"Burke County, North Dakota",2242,1968
2001,38015,"Burleigh County, North Dakota",69416,81308
2002,38017,"Cass County, North Dakota",123138,149778
2003,38019,"Cavalier County, North Dakota",4831,3993
2004,38021,"Dickey County, North Dakota",5757,5289
2005,38023,"Divide County, North Dakota",2283,2071
2006,38025,"Dunn County, North Dakota",3600,3536
2007,38027,"Eddy County, North Dakota",2757,2385
2008,38029,"Emmons County, North Dakota",4331,3550
2009,38031,"Foster County, North Dakota",3759,3343
2010,38033,"Golden Valley County, North Dakota",1924,1680
2011,38035,"Grand Forks County, North Dakota",66109,66861
2012,38037,"Grant County, North Dakota",2841,2394
2013,38039,"Griggs County, North Dakota",2754,2420
2014,38041,"Hettinger County, North Dakota",2715,2477
2015,38043,"Kidder County, North Dakota",2753,2435
2016,38045,"LaMoure County, North Dakota",4701,4139
2017,38047,"Logan County, North Dakota",2308,1990
2018,38049,"McHenry County, North Dakota",5987,5395
2019,38051,"McIntosh County, North Dakota",3390,2809
2020,38053,"McKenzie County, North Dakota",5737,6360
2021,38055,"McLean County, North Dakota",9311,8962
2022,38057,"Mercer County, North Dakota",8644,8424
2023,38059,"Morton County, North Dakota",25303,27471
2024,38061,"Mountrail County, North Dakota",6631,7673
2025,38063,"Nelson County, North Dakota",3715,3126
2026,38065,"Oliver County, North Dakota",2065,1846
2027,38067,"Pembina County, North Dakota",8585,7413
2028,38069,"Pierce County, North Dakota",4675,4357
2029,38071,"Ramsey County, North Dakota",12066,11451
2030,38073,"Ransom County, North Dakota",5890,5457
2031,38075,"Renville County, North Dakota",2610,2470
2032,38077,"Richland County, North Dakota",17998,16321
2033,38079,"Rolette County, North Dakota",13674,13937
2034,38081,"Sargent County, North Dakota",4366,3829
2035,38083,"Sheridan County, North Dakota",1710,1321
2036,38085,"Sioux County, North Dakota",4044,4153
2037,38087,"Slope County, North Dakota",767,727
2038,38089,"Stark County, North Dakota",22636,24199
2039,38091,"Steele County, North Dakota",2258,1975
2040,38093,"Stutsman County, North Dakota",21908,21100
2041,38095,"Towner County, North Dakota",2876,2246
2042,38097,"Traill County, North Dakota",8477,8121
2043,38099,"Walsh County, North Dakota",12389,11119
2044,38101,"Ward County, North Dakota",58795,61675
2045,38103,"Wells County, North Dakota",5102,4207
2046,38105,"Williams County, North Dakota",19761,22398
2047,39001,"Adams County, Ohio",27330,28550
2048,39003,"Allen County, Ohio",108473,106331
2049,39005,"Ashland County, Ohio",52523,53139
2050,39007,"Ashtabula County, Ohio",102728,101497
2051,39009,"Athens County, Ohio",62223,64757
2052,39011,"Auglaize County, Ohio",46611,45949
2053,39013,"Belmont County, Ohio",70226,70400
2054,39015,"Brown County, Ohio",42285,44846
2055,39017,"Butler County, Ohio",332807,368130
2056,39019,"Carroll County, Ohio",28836,28836
2057,39021,"Champaign County, Ohio",38890,40097
2058,39023,"Clark County, Ohio",144742,138333
2059,39025,"Clermont County, Ohio",177977,197363
2060,39027,"Clinton County, Ohio",40543,42040
2061,39029,"Columbiana County, Ohio",112075,107841
2062,39031,"Coshocton County, Ohio",36655,36901
2063,39033,"Crawford County, Ohio",46966,43784
2064,39035,"Cuyahoga County, Ohio",1393978,1280122
2065,39037,"Darke County, Ohio",53309,52959
2066,39039,"Defiance County, Ohio",39500,39037
2067,39041,"Delaware County, Ohio",109989,174214
2068,39043,"Erie County, Ohio",79551,77079
2069,39045,"Fairfield County, Ohio",122759,146156
2070,39047,"Fayette County, Ohio",28433,29030
2071,39049,"Franklin County, Ohio",1068978,1163414
2072,39051,"Fulton County, Ohio",42084,42698
2073,39053,"Gallia County, Ohio",31069,30934
2074,39055,"Geauga County, Ohio",90895,93389
2075,39057,"Greene County, Ohio",147886,161573
2076,39059,"Guernsey County, Ohio",40792,40087
2077,39061,"Hamilton County, Ohio",845303,802374
2078,39063,"Hancock County, Ohio",71295,74782
2079,39065,"Hardin County, Ohio",31945,32058
2080,39067,"Harrison County, Ohio",15856,15864
2081,39069,"Henry County, Ohio",29210,28215
2082,39071,"Highland County, Ohio",40875,43589
2083,39073,"Hocking County, Ohio",28241,29380
2084,39075,"Holmes County, Ohio",38943,42366
2085,39077,"Huron County, Ohio",59487,59626
2086,39079,"Jackson County, Ohio",32641,33225
2087,39081,"Jefferson County, Ohio",73894,69709
2088,39083,"Knox County, Ohio",54500,60921
2089,39085,"Lake County, Ohio",227511,230041
2090,39087,"Lawrence County, Ohio",62319,62450
2091,39089,"Licking County, Ohio",145491,166492
2092,39091,"Logan County, Ohio",46005,45858
2093,39093,"Lorain County, Ohio",284664,301356
2094,39095,"Lucas County, Ohio",455054,441815
2095,39097,"Madison County, Ohio",40213,43435
2096,39099,"Mahoning County, Ohio",257555,238823
2097,39101,"Marion County, Ohio",66217,66501
2098,39103,"Medina County, Ohio",151095,172332
2099,39105,"Meigs County, Ohio",23072,23770
2100,39107,"Mercer County, Ohio",40924,40814
2101,39109,"Miami County, Ohio",98868,102506
2102,39111,"Monroe County, Ohio",15180,14642
2103,39113,"Montgomery County, Ohio",559062,535153
2104,39115,"Morgan County, Ohio",14897,15054
2105,39117,"Morrow County, Ohio",31628,34827
2106,39119,"Muskingum County, Ohio",84585,86074
2107,39121,"Noble County, Ohio",14058,14645
2108,39123,"Ottawa County, Ohio",40985,41428
2109,39125,"Paulding County, Ohio",20293,19614
2110,39127,"Perry County, Ohio",34078,36058
2111,39129,"Pickaway County, Ohio",52727,55698
2112,39131,"Pike County, Ohio",27695,28709
2113,39133,"Portage County, Ohio",152061,161419
2114,39135,"Preble County, Ohio",42337,42270
2115,39137,"Putnam County, Ohio",34726,34499
2116,39139,"Richland County, Ohio",128852,124475
2117,39141,"Ross County, Ohio",73345,78064
2118,39143,"Sandusky County, Ohio",61792,60944
2119,39145,"Scioto County, Ohio",79195,79499
2120,39147,"Seneca County, Ohio",58683,56745
2121,39149,"Shelby County, Ohio",47910,49423
2122,39151,"Stark County, Ohio",378098,375586
2123,39153,"Summit County, Ohio",542899,541781
2124,39155,"Trumbull County, Ohio",225116,210312
2125,39157,"Tuscarawas County, Ohio",90914,92582
2126,39159,"Union County, Ohio",40909,52300
2127,39161,"Van Wert County, Ohio",29659,28744
2128,39163,"Vinton County, Ohio",12806,13435
2129,39165,"Warren County, Ohio",158383,212693
2130,39167,"Washington County, Ohio",63251,61778
2131,39169,"Wayne County, Ohio",111564,114520
2132,39171,"Williams County, Ohio",39188,37642
2133,39173,"Wood County, Ohio",121065,125488
2134,39175,"Wyandot County, Ohio",22908,22615
2135,40001,"Adair County, Oklahoma",21038,22683
2136,40003,"Alfalfa County, Oklahoma",6105,5642
2137,40005,"Atoka County, Oklahoma",13879,14182
2138,40007,"Beaver County, Oklahoma",5857,5636
2139,40009,"Beckham County, Oklahoma",19799,22119
2140,40011,"Blaine County, Oklahoma",11976,11943
2141,40013,"Bryan County, Oklahoma",36534,42416
2142,40015,"Caddo County, Oklahoma",30150,29600
2143,40017,"Canadian County, Oklahoma",87697,115541
2144,40019,"Carter County, Oklahoma",45621,47557
2145,40021,"Cherokee County, Oklahoma",42521,46987
2146,40023,"Choctaw County, Oklahoma",15342,15205
2147,40025,"Cimarron County, Oklahoma",3148,2475
2148,40027,"Cleveland County, Oklahoma",208016,255755
2149,40029,"Coal County, Oklahoma",6031,5925
2150,40031,"Comanche County, Oklahoma",114996,124098
2151,40033,"Cotton County, Oklahoma",6614,6193
2152,40035,"Craig County, Oklahoma",14950,15029
2153,40037,"Creek County, Oklahoma",67367,69967
2154,40039,"Custer County, Oklahoma",26142,27469
2155,40041,"Delaware County, Oklahoma",37077,41487
2156,40043,"Dewey County, Oklahoma",4743,4810
2157,40045,"Ellis County, Oklahoma",4075,4151
2158,40047,"Garfield County, Oklahoma",57813,60580
2159,40049,"Garvin County, Oklahoma",27210,27576
2160,40051,"Grady County, Oklahoma",45516,52431
2161,40053,"Grant County, Oklahoma",5144,4527
2162,40055,"Greer County, Oklahoma",6061,6239
2163,40057,"Harmon County, Oklahoma",3283,2922
2164,40059,"Harper County, Oklahoma",3562,3685
2165,40061,"Haskell County, Oklahoma",11792,12769
2166,40063,"Hughes County, Oklahoma",14154,14003
2167,40065,"Jackson County, Oklahoma",28439,26446
2168,40067,"Jefferson County, Oklahoma",6818,6472
2169,40069,"Johnston County, Oklahoma",10513,10957
2170,40071,"Kay County, Oklahoma",48080,46562
2171,40073,"Kingfisher County, Oklahoma",13926,15034
2172,40075,"Kiowa County, Oklahoma",10227,9446
2173,40077,"Latimer County, Oklahoma",10692,11154
2174,40079,"Le Flore County, Oklahoma",48109,50384
2175,40081,"Lincoln County, Oklahoma",32080,34273
2176,40083,"Logan County, Oklahoma",33924,41848
2177,40085,"Love County, Oklahoma",8831,9423
2178,40087,"McClain County, Oklahoma",27740,34506
2179,40089,"McCurtain County, Oklahoma",34402,33151
2180,40091,"McIntosh County, Oklahoma",19456,20252
2181,40093,"Major County, Oklahoma",7545,7527
2182,40095,"Marshall County, Oklahoma",13184,15840
2183,40097,"Mayes County, Oklahoma",38369,41259
2184,40099,"Murray County, Oklahoma",12623,13488
2185,40101,"Muskogee County, Oklahoma",69451,70990
2186,40103,"Noble County, Oklahoma",11411,11561
2187,40105,"Nowata County, Oklahoma",10569,10536
2188,40107,"Okfuskee County, Oklahoma",11814,12191
2189,40109,"Oklahoma County, Oklahoma",660448,718633
2190,40111,"Okmulgee County, Oklahoma",39685,40069
2191,40113,"Osage County, Oklahoma",44437,47472
2192,40115,"Ottawa County, Oklahoma",33194,31848
2193,40117,"Pawnee County, Oklahoma",16612,16577
2194,40119,"Payne County, Oklahoma",68190,77350
2195,40121,"Pittsburg County, Oklahoma",43953,45837
2196,40123,"Pontotoc County, Oklahoma",35143,37492
2197,40125,"Pottawatomie County, Oklahoma",65521,69442
2198,40127,"Pushmataha County, Oklahoma",11667,11572
2199,40129,"Roger Mills County, Oklahoma",3436,3647
2200,40131,"Rogers County, Oklahoma",70641,86905
2201,40133,"Seminole County, Oklahoma",24894,25482
2202,40135,"Sequoyah County, Oklahoma",38972,42391
2203,40137,"Stephens County, Oklahoma",43182,45048
2204,40139,"Texas County, Oklahoma",20107,20640
2205,40141,"Tillman County, Oklahoma",9287,7992
2206,40143,"Tulsa County, Oklahoma",563299,603403
2207,40145,"Wagoner County, Oklahoma",57491,73085
2208,40147,"Washington County, Oklahoma",48996,50976
2209,40149,"Washita County, Oklahoma",11508,11629
2210,40151,"Woods County, Oklahoma",9089,8878
2211,40153,"Woodward County, Oklahoma",18486,20081
2212,41001,"Baker County, Oregon",16741,16134
2213,41003,"Benton County, Oregon",78153,85579
2214,41005,"Clackamas County, Oregon",338391,375992
2215,41007,"Clatsop County, Oregon",35630,37039
2216,41009,"Columbia County, Oregon",43560,49351
2217,41011,"Coos County, Oregon",62779,63043
2218,41013,"Crook County, Oregon",19182,20978
2219,41015,"Curry County, Oregon",21137,22364
2220,41017,"Deschutes County, Oregon",115367,157733
2221,41019,"Douglas County, Oregon",100399,107667
2222,41021,"Gilliam County, Oregon",1915,1871
2223,41023,"Grant County, Oregon",7935,7445
2224,41025,"Harney County, Oregon",7609,7422
2225,41027,"Hood River County, Oregon",20411,22346
2226,41029,"Jackson County, Oregon",181269,203206
2227,41031,"Jefferson County, Oregon",19009,21720
2228,41033,"Josephine County, Oregon",75726,82713
2229,41035,"Klamath County, Oregon",63775,66380
2230,41037,"Lake County, Oregon",7422,7895
2231,41039,"Lane County, Oregon",322959,351715
2232,41041,"Lincoln County, Oregon",44479,46034
2233,41043,"Linn County, Oregon",103069,116672
2234,41045,"Malheur County, Oregon",31615,31313
2235,41047,"Marion County, Oregon",284834,315335
2236,41049,"Morrow County, Oregon",10995,11173
2237,41051,"Multnomah County, Oregon",660486,735334
2238,41053,"Polk County, Oregon",62380,75403
2239,41055,"Sherman County, Oregon",1934,1765
2240,41057,"Tillamook County, Oregon",24262,25250
2241,41059,"Umatilla County, Oregon",70548,75889
2242,41061,"Union County, Oregon",24530,25748
2243,41063,"Wallowa County, Oregon",7226,7008
2244,41065,"Wasco County, Oregon",23791,25213
2245,41067,"Washington County, Oregon",445342,529710
2246,41069,"Wheeler County, Oregon",1547,1441
2247,41071,"Yamhill County, Oregon",84992,99193
2248,42001,"Adams County, Pennsylvania",91292,101407
2249,42003,"Allegheny County, Pennsylvania",1281666,1223348
2250,42005,"Armstrong County, Pennsylvania",72392,68941
2251,42007,"Beaver County, Pennsylvania",181412,170539
2252,42009,"Bedford County, Pennsylvania",49984,49762
2253,42011,"Berks County, Pennsylvania",373638,411442
2254,42013,"Blair County, Pennsylvania",129144,127089
2255,42015,"Bradford County, Pennsylvania",62761,62622
2256,42017,"Bucks County, Pennsylvania",597635,625249
2257,42019,"Butler County, Pennsylvania",174083,183862
2258,42021,"Cambria County, Pennsylvania",152598,143679
2259,42023,"Cameron County, Pennsylvania",5974,5085
2260,42025,"Carbon County, Pennsylvania",58802,65249
2261,42027,"Centre County, Pennsylvania",135758,153990
2262,42029,"Chester County, Pennsylvania",433501,498886
2263,42031,"Clarion County, Pennsylvania",41765,39988
2264,42033,"Clearfield County, Pennsylvania",83382,81642
2265,42035,"Clinton County, Pennsylvania",37914,39238
2266,42037,"Columbia County, Pennsylvania",64151,67295
2267,42039,"Crawford County, Pennsylvania",90366,88765
2268,42041,"Cumberland County, Pennsylvania",213674,235406
2269,42043,"Dauphin County, Pennsylvania",251798,268100
2270,42045,"Delaware County, Pennsylvania",550864,558979
2271,42047,"Elk County, Pennsylvania",35112,31946
2272,42049,"Erie County, Pennsylvania",280843,280566
2273,42051,"Fayette County, Pennsylvania",148644,136606
2274,42053,"Forest County, Pennsylvania",4946,7716
2275,42055,"Franklin County, Pennsylvania",129313,149618
2276,42057,"Fulton County, Pennsylvania",14261,14845
2277,42059,"Greene County, Pennsylvania",40672,38686
2278,42061,"Huntingdon County, Pennsylvania",45586,45913
2279,42063,"Indiana County, Pennsylvania",89605,88880
2280,42065,"Jefferson County, Pennsylvania",45932,45200
2281,42067,"Juniata County, Pennsylvania",22821,24636
2282,42069,"Lackawanna County, Pennsylvania",213295,214437
2283,42071,"Lancaster County, Pennsylvania",470658,519445
2284,42073,"Lawrence County, Pennsylvania",94643,91108
2285,42075,"Lebanon County, Pennsylvania",120327,133568
2286,42077,"Lehigh County, Pennsylvania",312090,349497
2287,42079,"Luzerne County, Pennsylvania",319250,320918
2288,42081,"Lycoming County, Pennsylvania",120044,116111
2289,42083,"McKean County, Pennsylvania",45936,43450
2290,42085,"Mercer County, Pennsylvania",120293,116638
2291,42087,"Mifflin County, Pennsylvania",46486,46682
2292,42089,"Monroe County, Pennsylvania",138687,169842
2293,42091,"Montgomery County, Pennsylvania",750097,799874
2294,42093,"Montour County, Pennsylvania",18236,18267
2295,42095,"Northampton County, Pennsylvania",267066,297735
2296,42097,"Northumberland County, Pennsylvania",94556,94528
2297,42099,"Perry County, Pennsylvania",43602,45969
2298,42101,"Philadelphia County, Pennsylvania",1517550,1526006
2299,42103,"Pike County, Pennsylvania",46302,57369
2300,42105,"Potter County, Pennsylvania",18080,17457
2301,42107,"Schuylkill County, Pennsylvania",150336,148289
2302,42109,"Snyder County, Pennsylvania",37546,39702
2303,42111,"Somerset County, Pennsylvania",80023,77742
2304,42113,"Sullivan County, Pennsylvania",6556,6428
2305,42115,"Susquehanna County, Pennsylvania",42238,43356
2306,42117,"Tioga County, Pennsylvania",41373,41981
2307,42119,"Union County, Pennsylvania",41624,44947
2308,42121,"Venango County, Pennsylvania",57565,54984
2309,42123,"Warren County, Pennsylvania",43863,41815
2310,42125,"Washington County, Pennsylvania",202897,207820
2311,42127,"Wayne County, Pennsylvania",47722,52822
2312,42129,"Westmoreland County, Pennsylvania",369993,365169
2313,42131,"Wyoming County, Pennsylvania",28080,28276
2314,42133,"York County, Pennsylvania",381751,434972
2315,44001,"Bristol County, Rhode Island",50648,49875
2316,44003,"Kent County, Rhode Island",167090,166158
2317,44005,"Newport County, Rhode Island",85433,82888
