w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
090034164002016,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,0,20190825
090034164002017,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,20190825
090034164002020,4,0,3,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,0,2,2,2,0,0,0,1,3,4,0,0,0,0,20190825
090034164002021,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090034164003000,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,3,0,1,1,1,0,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090034164003006,257,29,136,92,2,8,247,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,8,0,1,0,1,245,12,25,73,81,49,218,39,0,1,0,0,256,3,0,0,0,254,20190825
090034164003007,119,14,67,38,9,45,65,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,88,4,0,27,0,0,101,18,19,21,36,29,63,56,2,0,0,0,117,2,0,104,0,13,20190825
090034164003009,20,2,8,10,13,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,9,0,18,2,0,0,0,0,18,2,2,5,4,7,17,3,0,0,0,0,20,17,0,0,0,3,20190825
090034164003011,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,1,3,4,0,0,0,0,4,0,0,0,0,20190825
090034164003017,9,2,5,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,4,0,0,0,0,9,0,1,1,3,2,3,6,0,0,0,0,9,0,0,9,0,0,20190825
090034164003019,15,3,7,5,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,8,7,0,0,0,0,14,1,2,3,5,2,2,13,0,0,0,1,14,1,0,14,0,0,20190825
090034165001001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090034165001002,4,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,1,3,1,1,1,0,0,4,0,0,0,0,4,0,0,4,0,0,20190825
090034165002008,9,1,6,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,9,0,0,0,0,0,7,2,3,3,2,0,3,6,0,0,2,0,7,9,0,0,0,0,20190825
090034165003007,598,87,354,157,27,103,468,0,0,0,13,0,0,0,0,0,402,1,44,0,47,81,0,0,0,10,0,518,51,1,23,0,5,550,48,37,97,133,244,228,370,3,12,3,22,558,29,33,5,1,530,20190825
090034165003009,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20190825
090034165003011,13,4,8,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,13,0,1,2,4,2,4,9,3,5,0,1,4,13,0,0,0,0,20190825
090034165004000,4,1,1,2,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,4,0,0,1,1,1,3,1,0,0,0,0,4,4,0,0,0,0,20190825
090034165004001,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,1,1,0,1,0,0,20190825
090034165004006,140,46,74,20,71,58,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,96,35,2,3,0,4,56,84,31,27,21,15,12,128,2,0,136,1,1,2,0,136,0,2,20190825
090034165005000,13,5,8,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,3,0,0,0,1,10,3,0,0,4,4,2,11,0,0,0,0,13,0,0,13,0,0,20190825
090034165005005,77,22,48,7,10,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,62,14,0,0,0,1,62,15,7,13,21,14,16,61,0,0,0,0,77,0,0,0,0,77,20190825
090034165005011,5,3,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,1,0,0,0,2,1,4,0,0,0,0,5,0,0,0,5,0,20190825
090034165005012,23,6,17,0,5,10,8,0,0,0,1,0,0,0,0,0,11,0,0,0,2,0,0,0,0,9,0,18,0,0,5,0,0,18,5,2,0,7,8,11,12,0,2,5,3,13,9,0,8,0,6,20190825
090034165005014,5,2,3,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,0,2,1,4,0,0,0,0,5,0,0,5,0,0,20190825
090034165005015,79,36,33,10,32,36,11,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,6,0,9,0,0,59,14,0,5,0,1,68,11,5,19,9,10,22,57,5,0,0,2,72,6,0,0,9,64,20190825
090034165005016,89,42,37,10,42,30,17,0,0,0,0,0,14,16,0,0,6,9,1,0,0,0,5,0,24,14,0,76,10,0,2,0,1,68,21,5,11,11,20,44,45,0,15,0,6,68,65,0,0,0,24,20190825
090034165005017,4,0,3,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,2,0,2,0,4,0,4,0,0,0,0,4,0,0,0,0,20190825
090034165005018,4,1,1,2,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,2,3,1,0,0,0,1,3,4,0,0,0,0,20190825
090034165005020,24,6,16,2,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22,1,0,0,0,1,23,1,1,2,4,11,1,23,0,0,0,0,24,0,22,0,0,2,20190825
090034165005022,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,20190825
090034166001001,4,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,3,1,0,1,1,0,0,4,0,0,0,0,4,0,0,4,0,0,20190825
090034166001002,137,20,59,58,30,71,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,115,15,0,3,0,4,100,37,14,30,45,28,19,118,1,0,0,0,136,23,0,114,0,0,20190825
090034166001003,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,20190825
090034166001006,193,34,107,52,33,104,56,0,0,0,0,5,0,5,0,0,0,0,4,162,0,0,10,0,3,4,0,137,42,0,6,0,8,121,72,23,50,48,38,39,154,2,0,0,0,191,21,1,159,0,12,20190825
090034166001009,13,1,7,5,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6,0,12,1,0,0,0,0,13,0,0,3,6,3,3,10,7,0,0,2,4,12,0,1,0,0,20190825
090034166002000,258,46,116,96,22,92,144,0,0,0,0,151,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,237,11,0,9,1,0,217,41,33,54,71,54,170,88,21,59,0,0,178,59,60,135,0,4,20190825
090034166002001,71,20,26,25,27,40,4,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,8,2,0,60,1,0,9,0,1,66,5,14,14,14,9,23,48,0,4,0,0,67,14,56,0,0,1,20190825
090034166002002,305,117,127,61,122,115,68,0,0,0,0,0,0,182,0,0,34,6,0,0,0,0,0,0,69,14,0,263,25,1,11,1,4,226,79,36,54,55,43,139,166,0,1,21,61,222,17,88,0,0,200,20190825
090034166002003,153,46,81,26,58,58,37,0,0,0,48,0,0,3,0,0,0,0,0,0,0,0,53,0,49,0,0,98,51,1,0,0,3,102,51,24,21,41,21,78,75,2,41,57,5,48,9,94,46,0,4,20190825
090034167001002,10,2,5,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,3,1,0,0,0,5,5,0,4,2,2,3,7,1,0,0,0,9,0,0,9,1,0,20190825
090034167001003,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,20190825
090034167002000,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,20190825
090034167002004,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,1,2,0,0,0,0,3,0,0,0,3,0,20190825
090034167003001,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090034167003003,10,0,6,4,1,5,4,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,10,0,1,2,5,2,7,3,1,0,0,0,9,7,0,0,3,0,20190825
090034167004002,15,5,5,5,5,7,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,2,0,3,3,4,6,9,0,0,0,0,15,0,0,0,0,15,20190825
090034167004003,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,20190825
090034167004005,3,0,0,3,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,2,1,0,0,0,3,0,3,0,0,0,0,20190825
090034167004007,23,1,11,11,9,6,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,21,2,2,2,5,13,14,9,0,0,0,4,19,5,0,0,0,18,20190825
090034167004009,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,1,0,2,0,2,0,0,0,2,0,0,0,0,20190825
090034167004012,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,1,3,0,2,0,0,0,1,2,0,0,0,1,20190825
090034167004013,14,5,7,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,5,0,0,0,1,12,2,1,2,5,1,5,9,0,0,0,0,14,0,0,14,0,0,20190825
090034167004014,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,2,1,0,0,0,0,3,3,0,0,0,0,20190825
090034167005000,4,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,4,0,0,1,1,1,3,1,4,0,0,0,0,4,0,0,0,0,20190825
090034167005002,22,6,11,5,14,8,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,15,2,0,5,0,0,19,3,3,3,2,8,13,9,4,0,15,3,0,8,0,14,0,0,20190825
090034167005004,1094,164,615,315,155,229,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,857,176,2,41,0,18,948,146,74,192,297,367,241,853,2,0,0,1,1091,4,2,1,0,1087,20190825
090034167005006,10,1,8,1,3,1,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,1,0,7,1,1,0,0,1,6,4,1,3,4,1,4,6,1,2,0,0,7,3,0,0,0,7,20190825
090034167005007,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,1,0,3,0,3,0,0,0,3,0,0,0,0,20190825
090034167005008,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,20190825
090034167005011,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,20190825
090034167006003,569,99,325,145,66,109,394,0,0,0,0,372,9,0,0,0,0,0,0,9,0,0,178,0,1,0,0,423,98,3,37,0,8,493,76,57,119,136,158,257,312,6,0,0,10,553,18,0,169,0,382,20190825
090034167006008,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,2,0,0,2,1,1,2,0,0,0,3,0,3,0,0,0,0,20190825
090034167006010,5,0,5,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,2,3,2,0,0,0,0,5,5,0,0,0,0,20190825
090034168001000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090034168001001,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090034168001003,88,26,50,12,53,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,44,42,0,1,0,1,54,34,24,22,11,5,10,78,0,87,0,0,1,87,0,0,0,1,20190825
090034168001004,5,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,5,1,0,2,0,0,5,0,0,5,0,0,5,0,0,0,0,20190825
090034168001014,7,5,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,1,1,0,5,2,0,0,0,7,0,7,0,0,0,0,20190825
090034168001022,21,9,10,2,6,12,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,18,3,0,6,5,1,10,11,0,0,0,0,21,0,0,0,0,21,20190825
090034168001026,19,8,10,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,2,0,0,0,1,13,6,2,4,4,1,11,8,0,0,0,0,19,19,0,0,0,0,20190825
090034168002000,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,20190825
090034168002001,27,8,12,7,16,10,1,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,3,9,0,21,2,0,4,0,0,20,7,3,7,4,5,14,13,1,1,0,3,22,15,0,0,0,12,20190825
090034168002006,7,1,3,3,0,2,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,2,2,2,7,0,0,0,0,0,7,0,0,6,0,1,20190825
090034168002007,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,1,0,0,2,0,0,0,0,20190825
090034168002008,7,0,6,1,2,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,4,3,1,2,1,5,2,0,0,0,0,7,7,0,0,0,0,20190825
090034171001000,5,0,1,4,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,1,2,0,2,3,2,0,0,0,5,0,5,0,0,0,0,20190825
090034171001007,264,120,113,31,141,89,34,0,0,0,0,0,0,121,0,3,0,6,0,0,0,0,8,0,126,0,0,190,53,1,13,2,5,132,132,38,41,39,26,114,150,0,1,2,13,248,32,0,72,1,159,20190825
090034171001017,35,8,20,7,4,10,21,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,34,1,8,7,5,7,28,7,0,0,0,0,35,0,35,0,0,0,20190825
090034171001020,96,39,39,18,49,32,15,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,1,24,0,72,21,1,1,0,1,60,36,13,15,17,12,43,53,0,0,0,17,79,17,14,0,9,56,20190825
090034171001028,97,15,57,25,51,35,11,0,0,0,0,0,0,10,0,0,2,0,6,0,0,0,59,0,10,10,0,74,15,0,3,1,4,46,51,23,15,21,23,31,66,0,0,4,61,32,42,0,54,0,1,20190825
090034171001029,15,5,8,2,8,6,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,7,0,13,2,0,0,0,0,12,3,1,5,1,3,8,7,0,3,6,0,6,13,0,0,2,0,20190825
090034171001030,36,7,13,16,9,10,17,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,23,0,30,6,0,0,0,0,32,4,3,5,5,16,10,26,0,0,12,2,22,34,0,0,0,2,20190825
090034171001031,50,11,24,15,14,16,20,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,1,23,5,0,38,9,0,3,0,0,30,20,3,9,16,11,24,26,26,1,0,16,7,32,15,1,2,0,20190825
090034171001032,36,19,11,6,13,15,8,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,2,0,0,33,3,5,8,3,1,12,24,0,0,0,0,36,0,0,0,0,36,20190825
090034171001034,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,20190825
090034171001036,148,33,68,47,24,75,49,0,0,0,0,4,0,13,0,71,0,0,28,7,1,0,9,3,9,3,0,128,8,0,12,0,0,128,20,10,31,25,49,69,79,25,10,4,8,101,71,66,0,1,10,20190825
090034171001037,147,40,73,34,24,49,74,0,0,0,0,0,0,0,0,12,76,0,23,0,11,4,2,0,16,3,0,130,11,0,3,0,3,120,27,10,20,39,38,54,93,9,3,16,18,101,49,0,15,2,81,20190825
090034171001038,11,3,8,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,7,1,1,3,3,5,6,0,0,0,0,11,11,0,0,0,0,20190825
090034171001041,65,7,36,22,13,13,39,0,0,0,0,3,50,0,0,0,0,0,12,0,0,0,0,0,0,0,0,55,9,0,1,0,0,51,14,10,19,16,13,43,22,0,3,0,2,60,5,47,0,0,13,20190825
090034171001042,6,2,3,1,2,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,5,0,3,1,0,5,1,5,0,0,0,1,6,0,0,0,0,20190825
090034171001043,35,1,15,19,7,11,17,0,0,0,3,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,25,10,8,7,11,8,28,7,0,0,0,0,35,34,0,0,0,1,20190825
090034171001044,7,0,4,3,0,1,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,6,1,0,3,1,3,6,1,0,0,0,0,7,0,0,0,0,7,20190825
090034171001045,379,49,205,125,38,72,269,0,0,0,3,0,3,0,0,107,135,29,46,0,27,0,29,0,0,0,0,339,23,1,10,0,6,333,46,24,55,87,164,156,223,2,34,1,49,293,57,78,28,0,216,20190825
090034171001046,62,4,37,21,23,19,20,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,33,0,0,7,0,55,2,1,4,0,0,58,4,6,8,19,25,19,43,12,6,1,0,43,57,0,1,3,1,20190825
090034171001048,36,9,23,4,3,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,29,5,0,2,0,0,32,4,3,9,4,11,10,26,0,0,0,0,36,0,0,23,7,6,20190825
090034171002000,53,18,32,3,25,14,14,0,0,0,0,0,0,31,0,0,6,0,0,0,0,0,3,13,0,0,0,43,8,0,2,0,0,32,21,10,7,10,8,35,18,5,0,12,3,33,38,0,0,0,15,20190825
090034171002001,15,8,3,4,7,7,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,1,0,13,1,0,0,0,1,9,6,3,0,1,3,7,8,2,6,0,2,5,13,1,0,0,1,20190825
090034171002002,254,57,142,55,80,98,76,0,0,0,38,0,0,1,90,0,0,0,0,0,0,0,103,0,1,21,0,214,30,3,2,1,4,179,75,40,55,52,50,143,111,3,0,0,4,247,8,176,68,0,2,20190825
090034171002003,44,17,20,7,8,30,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,38,6,0,0,0,0,16,28,5,7,7,8,13,31,3,0,0,0,41,24,0,20,0,0,20190825
090034171002004,193,72,88,33,72,71,50,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,4,166,0,144,39,0,5,0,5,149,44,16,24,42,39,23,170,0,1,0,8,184,11,0,181,1,0,20190825
090034171002005,6,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,2,4,5,1,0,0,0,0,6,6,0,0,0,0,20190825
090034172001001,36,26,6,4,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,28,2,0,1,0,5,28,8,3,4,2,1,16,20,0,0,0,0,36,5,31,0,0,0,20190825
090034172001003,43,23,17,3,29,13,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,28,0,0,29,9,0,2,2,1,34,9,2,8,5,5,21,22,27,0,0,3,13,27,3,1,0,12,20190825
090034172001005,5,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,1,0,4,0,5,0,0,0,0,0,5,0,0,5,0,0,20190825
090034172001008,99,54,37,8,64,31,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,95,0,0,76,11,0,6,0,6,67,32,7,15,14,9,54,45,0,6,11,0,82,47,46,0,0,6,20190825
090034172001014,21,5,7,9,9,9,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,14,3,0,4,0,0,19,2,3,4,6,3,9,12,0,0,0,0,21,21,0,0,0,0,20190825
090034172001018,3,1,2,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,0,3,0,0,0,0,20190825
090034173001001,240,52,122,66,122,83,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,0,0,188,14,0,153,36,0,44,1,6,195,45,43,52,46,47,89,151,0,2,1,0,237,49,1,0,0,190,20190825
090034173001006,35,22,8,5,24,5,6,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,2,0,2,30,5,1,5,2,5,13,22,0,0,0,0,35,0,0,0,0,35,20190825
090034174001001,333,54,186,93,66,162,105,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,274,0,0,0,0,164,148,2,14,0,5,267,66,40,74,101,64,66,267,3,199,0,23,108,0,0,75,2,256,20190825
090034174001002,12,7,5,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,3,0,2,0,1,12,0,0,1,2,2,10,2,0,0,0,0,12,0,0,12,0,0,20190825
090034174001003,9,1,8,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,6,1,0,0,2,0,5,4,0,2,4,2,7,2,1,0,1,0,7,2,0,3,0,4,20190825
090034174001007,12,0,9,3,1,6,5,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,0,8,2,0,2,0,0,9,3,3,2,5,2,11,1,0,0,0,10,2,10,2,0,0,0,20190825
090034174001008,24,3,10,11,10,10,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,6,0,15,8,0,0,0,1,18,6,5,5,5,6,9,15,2,2,0,2,18,15,0,0,0,9,20190825
090034174001009,125,60,50,15,63,49,13,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,82,0,0,95,22,0,3,0,5,94,31,14,21,17,13,44,81,0,0,25,0,100,0,0,0,0,125,20190825
090034174002000,134,61,56,17,63,59,12,0,0,0,0,0,0,16,0,0,6,0,0,0,0,13,8,0,66,25,0,100,13,0,19,0,2,90,44,13,26,23,11,49,85,3,21,0,0,110,24,32,46,0,32,20190825
090034174002001,97,41,37,19,27,58,12,0,0,0,0,0,0,91,0,0,0,6,0,0,0,0,0,0,0,0,0,81,12,0,2,0,2,74,23,6,16,20,14,61,36,0,0,0,5,92,15,0,0,0,82,20190825
090034174002005,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,20190825
090034174002006,20,8,10,2,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,9,11,0,0,0,0,17,3,3,4,3,2,4,16,1,0,0,0,19,1,0,19,0,0,20190825
090034174002010,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090034174002017,3,2,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,2,0,3,0,0,0,3,0,0,0,0,20190825
