,id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
141,3400376490,"Wallington borough, Bergen County, New Jersey",34003,INJ,4825,5108,283,9712,694,320,2299,9569,108,11868,161,8286,municipality,2020
142,3400377135,"Washington township, Bergen County, New Jersey",34003,INJ,3278,3375,97,7352,566,87,800,8485,35,9285,212,7585,municipality,2020
143,3400380270,"Westwood borough, Bergen County, New Jersey",34003,INJ,4515,4716,201,8982,928,448,1651,9631,45,11282,349,7861,municipality,2020
144,3400382300,"Woodcliff Lake borough, Bergen County, New Jersey",34003,INJ,2114,2235,121,4695,536,46,407,5721,31,6128,153,4955,municipality,2020
145,3400382570,"Wood-Ridge borough, Bergen County, New Jersey",34003,INJ,3920,4057,137,8131,1617,337,1738,8399,80,10137,224,6141,municipality,2020
146,3400383050,"Wyckoff township, Bergen County, New Jersey",34003,INJ,5569,5769,200,12567,872,93,1315,15270,30,16585,508,13767,municipality,2020
147,3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,14282,14970,688,30732,4201,3092,19181,19041,585,38222,853,10310,municipality,2020
148,3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,20810,21714,904,42750,4495,9941,16197,36908,801,53105,2003,19668,municipality,2020
149,3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,3538,3669,131,7479,545,419,1313,7714,63,9027,216,6471,municipality,2020
150,3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,4754,5042,288,10510,1016,305,1465,11515,85,12980,355,9754,municipality,2020
151,3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,12788,13590,802,26070,262,21627,9983,24464,354,34447,1148,1073,municipality,2020
152,3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,27410,30357,2947,53596,501,54689,9032,60580,740,69612,3262,1388,municipality,2020
153,3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,750,806,56,1677,104,24,137,2107,4,2244,86,1889,municipality,2020
154,3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,2747,2826,79,6179,355,38,733,7139,25,7872,159,6562,municipality,2020
155,3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,2529,2592,63,5441,587,289,558,7244,48,7802,495,5825,municipality,2020
156,3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,22638,24984,2346,46115,413,48208,8985,52191,520,61176,2067,983,municipality,2020
157,3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,10337,10719,382,23323,9014,953,1583,29747,193,31330,775,18812,municipality,2020
158,3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,8866,9269,403,18776,951,7740,2182,23502,200,25684,1441,13170,municipality,2020
159,3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,6908,7241,333,15287,7123,458,973,20737,163,21710,846,12147,municipality,2020
160,3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,15555,16304,749,31380,2045,9008,4304,36617,491,40921,2480,22593,municipality,2020
161,3401351000,"Newark city, Essex County, New Jersey",34013,INJ,108789,118163,9374,235126,4871,147905,113374,198175,8014,311549,12469,24916,municipality,2020
162,3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,2258,2364,106,5043,518,85,405,6289,13,6694,197,5476,municipality,2020
163,3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,11887,12340,453,24072,3518,928,5858,24285,229,30143,746,18864,municipality,2020
164,3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,2523,2607,84,5137,551,192,437,5862,30,6299,185,4904,municipality,2020
165,3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,5940,6306,366,14560,1228,3803,1604,16880,295,18484,1044,10510,municipality,2020
166,3401375815,"Verona township, Essex County, New Jersey",34013,INJ,5862,6150,288,11319,696,323,1431,13141,65,14572,466,11591,municipality,2020
167,3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,4004,4137,133,8597,440,138,971,10041,60,11012,339,9064,municipality,2020
168,3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,17738,18746,1008,38339,3523,13916,9647,39196,507,48843,2095,19155,municipality,2020
169,3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,27867,29727,1860,55847,7011,7116,22101,49585,735,71686,2026,32697,municipality,2020
170,3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,889,920,31,2057,257,54,1619,975,84,2594,69,511,municipality,2020
171,3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,4920,5142,222,9593,1064,343,7868,4149,132,12017,184,2426,municipality,2020
172,3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,8111,8594,483,16104,4946,722,7759,11691,547,19450,786,4690,municipality,2020
173,3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,28175,30202,2027,51022,6518,2106,8542,51877,516,60419,2080,40657,municipality,2020
174,3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,119517,130992,11475,235745,81425,54199,72777,219672,4943,292449,9481,69624,municipality,2020
175,3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,14639,15392,753,33499,2034,1246,20465,21534,1345,41999,2020,14889,municipality,2020
176,3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,23426,25079,1653,51265,4269,1403,44900,18461,696,63361,858,11235,municipality,2020
177,3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,8840,9316,476,18118,7167,922,4700,17481,148,22181,484,8760,municipality,2020
178,3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,24511,26455,1944,53100,2394,1355,56509,12080,706,68589,770,6855,municipality,2020
179,3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,7969,9089,1120,14362,2594,685,5665,11532,154,17197,562,7537,municipality,2020
180,3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,20544,21798,1254,42039,3745,1234,40114,12798,506,52912,664,6649,municipality,2020
181,3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,1751,1857,106,3865,105,65,287,4522,32,4809,152,4168,municipality,2020
182,3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,1347,1406,59,2973,92,40,209,3536,14,3745,123,3267,municipality,2020
183,3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,340,371,31,658,13,25,54,738,5,792,24,671,municipality,2020
184,3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,404,429,25,797,15,1,41,964,6,1005,41,901,municipality,2020
185,3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,1114,1157,43,2162,235,50,281,2492,14,2773,78,2115,municipality,2020
186,3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,4658,4888,230,10940,768,757,1071,12434,75,13505,443,10391,municipality,2020
187,3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,1795,1952,157,3796,64,39,264,4296,23,4560,164,4006,municipality,2020
188,3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,1548,1628,80,3277,64,35,217,3700,31,3917,103,3467,municipality,2020
189,3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,1853,1974,121,3591,317,133,1928,2948,39,4876,109,2350,municipality,2020
190,3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,1172,1257,85,2671,58,28,214,3053,21,3267,118,2828,municipality,2020
191,3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,629,677,48,1110,23,16,104,1266,14,1370,57,1156,municipality,2020
192,3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,785,835,50,1364,18,62,141,1541,17,1682,46,1398,municipality,2020
193,3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,612,650,38,1169,34,31,126,1312,8,1438,53,1186,municipality,2020
194,3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,1424,1517,93,2785,113,51,340,3206,8,3546,106,2928,municipality,2020
195,3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,2001,2099,98,4181,44,31,220,4957,11,5177,177,4694,municipality,2020
196,3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,1476,1606,130,3098,40,42,143,3659,13,3802,128,3436,municipality,2020
197,3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,2093,2265,172,3563,62,75,525,3614,25,4139,115,3337,municipality,2020
198,3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,795,828,33,1380,70,70,144,1521,3,1665,50,1328,municipality,2020
199,3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,2368,2505,137,5011,123,64,356,5839,30,6195,200,5422,municipality,2020
200,3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,524,556,32,996,12,17,83,1149,6,1232,32,1082,municipality,2020
201,3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,8613,8911,298,18411,2104,588,1899,21548,117,23447,750,17989,municipality,2020
202,3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,6271,6552,281,13050,744,213,1217,14911,56,16128,455,13443,municipality,2020
203,3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,233,255,22,430,8,0,10,485,1,495,13,463,municipality,2020
204,3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,2185,2386,201,4765,232,54,332,5538,35,5870,198,5019,municipality,2020
205,3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,1840,1917,77,5553,258,481,543,5964,25,6507,174,5026,municipality,2020
206,3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,1147,1209,62,2424,61,62,180,2825,6,3005,100,2596,municipality,2020
207,3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,11158,11690,532,23696,6780,2653,7750,22295,229,30045,723,11910,municipality,2020
208,3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,13889,15637,1748,31710,1938,11364,4868,32396,290,37264,1217,17587,municipality,2020
209,3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,36125,37716,1591,74558,4121,11724,18279,74018,429,92297,2545,55199,municipality,2020
210,3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,2097,2216,119,4552,333,402,2166,3734,47,5900,213,2739,municipality,2020
211,3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,787,828,41,1511,27,32,84,1834,8,1918,82,1685,municipality,2020
212,3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,6367,6748,381,13641,2035,586,1039,16452,105,17491,618,13108,municipality,2020
213,3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,12550,13268,718,27031,5883,3755,3687,29390,192,33077,1190,18370,municipality,2020
214,3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,1028,1088,60,2109,83,45,88,2714,10,2802,110,2466,municipality,2020
215,3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,9373,10380,1007,25204,6732,1742,3014,27667,221,30681,1526,17446,municipality,2020
216,3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,5479,5687,208,11449,4307,469,790,14686,94,15476,480,9336,municipality,2020
217,3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,30139,34322,4183,67089,592,38386,40905,49966,608,90871,1870,8510,municipality,2020
218,3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,10369,10862,493,22122,15499,1206,1507,28011,179,29518,903,10224,municipality,2020
219,3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,8387,8809,422,19575,5756,3820,9340,15986,268,25326,556,5586,municipality,2020
220,3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,1323,1388,65,2940,803,108,183,3659,20,3842,116,2612,municipality,2020
221,3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,2620,2727,107,5802,430,669,2820,4817,98,7637,230,3390,municipality,2020
222,3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,17302,18088,786,38727,13894,2113,4758,44957,356,49715,1409,27185,municipality,2020
223,3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,36852,38493,1641,82850,57687,7764,10771,96817,875,107588,2187,28304,municipality,2020
224,3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,1052,1091,39,2023,119,99,282,2173,17,2455,92,1846,municipality,2020
225,3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,6320,6669,349,12023,2643,1258,2251,12821,189,15072,519,8212,municipality,2020
226,3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,2115,2228,113,4497,267,401,1843,3940,44,5783,185,3043,municipality,2020
227,3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,5822,6053,231,11600,2825,645,1510,13539,101,15049,709,9259,municipality,2020
228,3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,5302,5472,170,11498,1159,902,3751,10885,79,14636,414,8331,municipality,2020
229,3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,2613,2707,94,5460,246,178,810,6227,34,7037,214,5555,municipality,2020
230,3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,20289,21504,1215,40168,12892,1655,2746,45848,260,48594,856,30185,municipality,2020
231,3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,15387,17509,2122,43015,5722,6278,31376,23890,814,55266,754,10322,municipality,2020
232,3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,15025,15585,560,34695,11212,7737,10676,33229,523,43905,1143,12614,municipality,2020
233,3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,25059,26067,1008,54192,10119,4671,9276,57600,511,66876,1905,40394,municipality,2020
234,3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,17136,17855,719,41049,610,3483,46149,9287,501,55436,540,4153,municipality,2020
235,3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,18071,18904,833,50242,23973,11771,8276,52528,985,60804,1548,14251,municipality,2020
236,3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,9720,10281,561,18815,13578,1579,1449,22635,176,24084,606,6696,municipality,2020
237,3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,16910,17695,785,35845,7611,5743,7868,37477,467,45345,1290,22366,municipality,2020
238,3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,3740,3906,166,7565,470,529,2093,7318,59,9411,312,5948,municipality,2020
239,3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,16014,16647,633,36320,22604,3405,3510,43533,286,47043,1140,16098,municipality,2020
240,3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,8217,8432,215,19329,4579,2496,4555,19783,345,24338,775,11588,municipality,2020
241,3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,5694,5977,283,12700,826,1000,4198,11920,445,16118,845,8804,municipality,2020
242,3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,3196,3297,101,6646,523,272,917,7246,29,8163,278,6144,municipality,2020
243,3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,36381,38137,1756,82433,27425,10143,22279,81360,946,103639,2574,40272,municipality,2020
244,3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,0,0,0,0,municipality,2020
245,3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,7697,7967,270,15591,1116,1883,2642,16687,136,19329,732,12820,municipality,2020
246,3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,199,369,170,402,3,4,19,453,0,472,11,435,municipality,2020
247,3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,694,724,30,1374,28,64,92,1642,13,1734,60,1477,municipality,2020
248,3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,7087,8274,1187,12254,162,5059,4079,11109,97,15188,507,5284,municipality,2020
249,3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,1949,2092,143,3637,78,54,363,4051,5,4414,166,3748,municipality,2020
250,3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,902,1334,432,1690,20,22,141,1792,3,1933,45,1702,municipality,2020
251,3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,2867,4066,1199,5105,71,100,963,4944,39,5907,129,4605,municipality,2020
252,3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,2157,3221,1064,3731,57,82,880,3402,22,4282,122,3119,municipality,2020
253,3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,1949,2176,227,3994,34,69,226,4756,25,4982,128,4500,municipality,2020
254,3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,3307,3451,144,7651,495,105,614,9343,43,9957,231,8469,municipality,2020
255,3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,347,925,578,723,6,6,120,780,14,900,23,731,municipality,2020
256,3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,5842,6182,340,11159,1316,1644,2005,11592,236,13597,824,7572,municipality,2020
257,3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,789,820,31,1809,207,66,368,1978,10,2346,65,1630,municipality,2020
258,3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,1994,2074,80,4303,92,66,241,6028,17,6269,189,5664,municipality,2020
259,3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,616,630,14,1201,40,80,167,1337,2,1504,67,1148,municipality,2020
260,3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,4143,4394,251,9480,330,1110,6649,5889,97,12538,292,4060,municipality,2020
261,3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,12897,13500,603,28150,2585,1506,3636,31733,175,35369,1068,26399,municipality,2020
262,3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,7179,7492,313,16245,682,330,2292,17833,102,20125,546,16173,municipality,2020
263,3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,2425,2931,506,4076,55,80,343,4278,34,4621,181,3928,municipality,2020
264,3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,5787,6038,251,13374,3555,189,989,16411,76,17400,597,11994,municipality,2020
265,3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,18906,19694,788,41880,2621,1958,6359,47178,313,53537,1741,40545,municipality,2020
266,3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,362,400,38,707,4,1,19,809,10,828,26,768,municipality,2020
267,3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,3808,4361,553,7543,265,921,1932,7823,46,9755,455,6136,municipality,2020
268,3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,3202,3427,225,5927,226,387,1572,5632,30,7204,235,4754,municipality,2020
269,3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,778,1081,303,1429,33,73,336,1361,9,1697,47,1199,municipality,2020
270,3402540770,"Little Silver borough, Monmouth County, New Jersey",34025,ONJ,2196,2323,127,4588,138,25,261,5870,14,6131,189,5504,municipality,2020
271,3402541010,"Loch Arbour village, Monmouth County, New Jersey",34025,ONJ,94,154,60,190,6,0,8,216,1,224,3,206,municipality,2020
272,3402541310,"Long Branch city, Monmouth County, New Jersey",34025,ONJ,12391,14944,2553,24709,588,3177,10332,21335,1571,31667,2866,13133,municipality,2020
273,3402542990,"Manalapan township, Monmouth County, New Jersey",34025,ONJ,14325,14850,525,32109,3561,876,3188,37717,202,40905,938,32140,municipality,2020
274,3402543050,"Manasquan borough, Monmouth County, New Jersey",34025,ONJ,2462,3412,950,4865,48,10,417,5521,5,5938,123,5335,municipality,2020
275,3402544070,"Marlboro township, Monmouth County, New Jersey",34025,ONJ,13774,14215,441,32004,9020,728,2323,39179,181,41502,817,28433,municipality,2020
276,3402544520,"Matawan borough, Monmouth County, New Jersey",34025,ONJ,3849,4010,161,7597,594,725,1431,8134,82,9565,374,6359,municipality,2020
277,3402545990,"Middletown township, Monmouth County, New Jersey",34025,ONJ,24710,25859,1149,52717,1867,823,5112,61994,282,67106,1880,57142,municipality,2020
278,3402546560,"Millstone township, Monmouth County, New Jersey",34025,ONJ,3324,3428,104,8123,627,415,844,9532,56,10376,323,8111,municipality,2020
279,3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",34025,ONJ,1452,2006,554,2689,36,9,122,3052,25,3174,74,2908,municipality,2020
280,3402549890,"Neptune township, Monmouth County, New Jersey",34025,ONJ,11466,13278,1812,23173,770,9419,4052,24009,170,28061,1092,12558,municipality,2020
281,3402549920,"Neptune City borough, Monmouth County, New Jersey",34025,ONJ,2109,2251,142,3943,92,627,644,3982,21,4626,201,3041,municipality,2020
282,3402554270,"Ocean township, Monmouth County, New Jersey",34025,ONJ,11249,12257,1008,22250,1636,2507,3007,24665,306,27672,946,19270,municipality,2020
283,3402554570,"Oceanport borough, Monmouth County, New Jersey",34025,ONJ,2346,2469,123,4927,70,85,611,5539,56,6150,173,5155,municipality,2020
284,3402562430,"Red Bank borough, Monmouth County, New Jersey",34025,ONJ,5423,5863,440,10210,231,966,4890,8046,55,12936,336,6458,municipality,2020
285,3402564410,"Roosevelt borough, Monmouth County, New Jersey",34025,ONJ,307,331,24,677,12,23,103,705,8,808,32,630,municipality,2020
286,3402565130,"Rumson borough, Monmouth County, New Jersey",34025,ONJ,2398,2624,226,5184,106,21,308,7035,37,7343,236,6635,municipality,2020
287,3402566240,"Sea Bright borough, Monmouth County, New Jersey",34025,ONJ,793,1200,407,1326,34,13,78,1371,9,1449,44,1271,municipality,2020
288,3402566330,"Sea Girt borough, Monmouth County, New Jersey",34025,ONJ,786,1305,519,1623,4,9,56,1810,7,1866,19,1771,municipality,2020
289,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",34025,ONJ,1456,1509,53,3207,97,61,165,4019,33,4184,128,3700,municipality,2020
290,3402567365,"Shrewsbury township, Monmouth County, New Jersey",34025,ONJ,505,544,39,893,88,148,217,859,5,1076,61,557,municipality,2020
291,3402570110,"Spring Lake borough, Monmouth County, New Jersey",34025,ONJ,1225,2107,882,2399,36,11,86,2703,12,2789,53,2591,municipality,2020
292,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",34025,ONJ,2428,2998,570,4170,54,23,221,4669,13,4890,116,4463,municipality,2020
293,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",34025,ONJ,8500,8972,472,16011,1041,1610,1694,17487,110,19181,641,14085,municipality,2020
294,3402574540,"Union Beach borough, Monmouth County, New Jersey",34025,ONJ,2036,2183,147,4565,125,111,726,4997,41,5723,221,4499,municipality,2020
295,3402574900,"Upper Freehold township, Monmouth County, New Jersey",34025,ONJ,2471,2604,133,5586,460,161,454,6819,41,7273,207,5950,municipality,2020
296,3402576460,"Wall township, Monmouth County, New Jersey",34025,ONJ,10121,10838,717,21495,443,461,1559,24966,97,26525,723,23242,municipality,2020
297,3402579310,"West Long Branch borough, Monmouth County, New Jersey",34025,ONJ,2551,2755,204,7005,143,275,774,7813,151,8587,426,6818,municipality,2020
298,3402706610,"Boonton town, Morris County, New Jersey",34027,INJ,3412,3555,143,7045,953,444,1409,7406,47,8815,362,5600,municipality,2020
299,3402706640,"Boonton township, Morris County, New Jersey",34027,INJ,1504,1583,79,3466,275,47,275,4105,13,4380,144,3626,municipality,2020
300,3402709040,"Butler borough, Morris County, New Jersey",34027,INJ,3258,3403,145,6510,284,123,1409,6638,20,8047,224,5987,municipality,2020
301,3402712100,"Chatham borough, Morris County, New Jersey",34027,INJ,3057,3224,167,6513,847,89,675,8537,52,9212,390,7159,municipality,2020
302,3402712130,"Chatham township, Morris County, New Jersey",34027,INJ,3963,4155,192,7978,1387,81,514,10469,61,10983,391,8549,municipality,2020
303,3402712580,"Chester borough, Morris County, New Jersey",34027,INJ,633,660,27,1302,60,5,281,1400,2,1681,57,1276,municipality,2020
304,3402712610,"Chester township, Morris County, New Jersey",34027,INJ,2575,2736,161,5874,381,90,539,7174,30,7713,296,6377,municipality,2020
305,3402717650,"Denville township, Morris County, New Jersey",34027,INJ,6442,6834,392,13549,1351,317,1280,15827,68,17107,606,13485,municipality,2020
306,3402718070,"Dover town, Morris County, New Jersey",34027,INJ,5752,5972,220,14544,423,783,14209,4251,127,18460,192,2726,municipality,2020
307,3402719210,"East Hanover township, Morris County, New Jersey",34027,INJ,3935,4040,105,9102,1425,141,876,10229,34,11105,179,8450,municipality,2020
308,3402723910,"Florham Park borough, Morris County, New Jersey",34027,INJ,4468,4768,300,10365,1075,725,929,11656,54,12585,392,9410,municipality,2020
309,3402729550,"Hanover township, Morris County, New Jersey",34027,INJ,5694,5928,234,11895,1948,325,1046,13631,55,14677,423,10880,municipality,2020
310,3402729700,"Harding township, Morris County, New Jersey",34027,INJ,1419,1569,150,3106,180,41,179,3692,11,3871,155,3305,municipality,2020
311,3402734980,"Jefferson township, Morris County, New Jersey",34027,INJ,7840,8566,726,16553,860,356,1998,18540,153,20538,566,16605,municipality,2020
312,3402737110,"Kinnelon borough, Morris County, New Jersey",34027,INJ,3405,3571,166,7722,610,91,728,9238,46,9966,299,8192,municipality,2020
313,3402740290,"Lincoln Park borough, Morris County, New Jersey",34027,INJ,4063,4181,118,9013,719,332,1469,9446,69,10915,286,8040,municipality,2020
314,3402741362,"Long Hill township, Morris County, New Jersey",34027,INJ,3118,3240,122,6746,693,73,912,7717,76,8629,299,6576,municipality,2020
315,3402742510,"Madison borough, Morris County, New Jersey",34027,INJ,5705,5989,284,13046,1262,463,2004,14933,102,16937,624,12482,municipality,2020
316,3402745330,"Mendham borough, Morris County, New Jersey",34027,INJ,1762,1867,105,3858,161,29,293,4688,31,4981,146,4321,municipality,2020
317,3402745360,"Mendham township, Morris County, New Jersey",34027,INJ,1986,2105,119,4469,347,93,330,5686,41,6016,276,4929,municipality,2020
318,3402746860,"Mine Hill township, Morris County, New Jersey",34027,INJ,1477,1523,46,3293,210,191,1283,2732,33,4015,120,2178,municipality,2020
319,3402747670,"Montville township, Morris County, New Jersey",34027,INJ,7901,8206,305,17573,4811,319,1578,20872,125,22450,608,15009,municipality,2020
320,3402748090,"Morris township, Morris County, New Jersey",34027,INJ,8587,8993,406,18357,1368,1019,2378,20596,135,22974,821,17253,municipality,2020
321,3402748210,"Morris Plains borough, Morris County, New Jersey",34027,INJ,2432,2527,95,4875,487,219,590,5563,15,6153,167,4675,municipality,2020
322,3402748300,"Morristown town, Morris County, New Jersey",34027,INJ,8482,9213,731,16670,961,1961,7367,12813,167,20180,526,9198,municipality,2020
323,3402748480,"Mountain Lakes borough, Morris County, New Jersey",34027,INJ,1376,1429,53,3141,694,19,247,4225,18,4472,209,3285,municipality,2020
324,3402748690,"Mount Arlington borough, Morris County, New Jersey",34027,INJ,2651,2915,264,5050,334,197,719,5190,28,5909,153,4478,municipality,2020
325,3402749080,"Mount Olive township, Morris County, New Jersey",34027,INJ,11079,11597,518,22474,3025,1807,4460,24426,156,28886,1039,18399,municipality,2020
326,3402750130,"Netcong borough, Morris County, New Jersey",34027,INJ,1434,1490,56,2736,118,151,817,2558,23,3375,104,2162,municipality,2020
327,3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey",34027,INJ,21346,22146,800,45284,21694,1911,5631,50531,400,56162,1566,24960,municipality,2020
328,3402758110,"Pequannock township, Morris County, New Jersey",34027,INJ,6379,6688,309,12695,395,98,1224,14347,48,15571,345,13461,municipality,2020
329,3402761890,"Randolph township, Morris County, New Jersey",34027,INJ,9354,9676,322,20247,3185,740,3791,22713,133,26504,905,17750,municipality,2020
