id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3682986,"Woodsburgh village, New York",36059,LI,293,306,13,665,33,3,28,869,12,897,10,811,municipality,2020
3605929113,"Glen Cove city, Nassau County, New York",36059,LI,10099,10793,694,23159,1449,1595,9752,18613,236,28365,558,14775,municipality,2020
3605934000,"Hempstead town, Nassau County, New York",36059,LI,250261,260524,10263,620910,59525,125839,174883,618526,9584,793409,21112,402466,municipality,2020
3605943335,"Long Beach city, Nassau County, New York",36059,LI,15360,16771,1411,29730,1107,1820,5370,29659,336,35029,865,25531,municipality,2020
3605953000,"North Hempstead town, Nassau County, New York",36059,LI,79546,83729,4183,185502,54700,11312,35083,202556,1952,237639,6424,128168,municipality,2020
3605956000,"Oyster Bay town, Nassau County, New York",36059,LI,100216,104915,4699,239583,46384,6650,31337,269995,1678,301332,6769,208514,municipality,2020
3606144919,"Manhattan borough, New York County, New York",36061,NYC,817782,913926,96144,1461740,219624,199592,402640,1291611,16112,1694251,62989,793294,municipality,2020
3607107003,"Blooming Grove town, Orange County, New York",36071,MHV,6253,6944,691,14050,401,1387,3913,14898,459,18811,670,11981,municipality,2020
3607115308,"Chester town, Orange County, New York",36071,MHV,4356,4590,234,9793,498,1058,2446,10200,122,12646,457,8065,municipality,2020
3607118300,"Cornwall town, Orange County, New York",36071,MHV,4923,5240,317,10058,408,414,1664,11220,116,12884,521,9761,municipality,2020
3607118916,"Crawford town, Orange County, New York",36071,MHV,3339,3549,210,7160,138,346,1370,7760,71,9130,358,6847,municipality,2020
3607119961,"Deerpark town, Orange County, New York",36071,MHV,2954,3319,365,6119,328,211,657,6852,67,7509,395,5851,municipality,2020
3607129553,"Goshen town, Orange County, New York",36071,MHV,4832,5226,394,11595,473,888,3133,11438,96,14571,377,9604,municipality,2020
3607130631,"Greenville town, Orange County, New York",36071,MHV,1613,1725,112,3621,54,144,626,4063,53,4689,160,3652,municipality,2020
3607131907,"Hamptonburgh town, Orange County, New York",36071,MHV,1778,1877,99,4300,203,175,797,4692,39,5489,189,4086,municipality,2020
3607134550,"Highlands town, Orange County, New York",36071,MHV,3156,3554,398,10256,598,1333,2066,10873,153,12939,554,8235,municipality,2020
3607147042,"Middletown city, Orange County, New York",36071,MHV,11011,11980,969,23028,1130,6304,13243,17102,349,30345,1083,8236,municipality,2020
3607147713,"Minisink town, Orange County, New York",36071,MHV,1579,1659,80,3532,45,127,618,4003,37,4621,137,3657,municipality,2020
3607147999,"Monroe town, Orange County, New York",36071,MHV,12853,13628,775,29432,1199,1588,5807,48534,8930,54341,1359,35458,municipality,2020
3607148153,"Montgomery town, Orange County, New York",36071,MHV,8367,8920,553,18134,389,1663,4320,19002,183,23322,970,15797,municipality,2020
3607148857,"Mount Hope town, Orange County, New York",36071,MHV,1869,2059,190,5301,298,756,1143,5394,75,6537,186,4079,municipality,2020
3607150034,"Newburgh city, Orange County, New York",36071,MHV,9771,11099,1328,20845,246,7545,15085,13771,261,28856,886,4833,municipality,2020
3607150045,"Newburgh town, Orange County, New York",36071,MHV,11745,12406,661,25742,929,4095,7066,24919,300,31985,1185,18410,municipality,2020
3607150848,"New Windsor town, Orange County, New York",36071,MHV,10500,11156,656,21835,1059,3969,7100,20705,239,27805,970,14468,municipality,2020
3607159388,"Port Jervis city, Orange County, New York",36071,MHV,3542,3992,450,6690,181,727,1311,7464,163,8775,550,5843,municipality,2020
3607175781,"Tuxedo town, Orange County, New York",36071,MHV,1441,1660,219,3164,191,182,466,3345,26,3811,115,2831,municipality,2020
3607177992,"Wallkill town, Orange County, New York",36071,MHV,11371,12047,676,24203,1289,5709,8492,21994,408,30486,1124,13464,municipality,2020
3607178366,"Warwick town, Orange County, New York",36071,MHV,12115,13315,1200,25808,622,1268,4429,27598,258,32027,1037,24413,municipality,2020
3607178839,"Wawayanda town, Orange County, New York",36071,MHV,2593,2758,165,5863,190,451,1335,6199,55,7534,231,5272,municipality,2020
3607182755,"Woodbury town, Orange County, New York",36071,MHV,3785,4176,391,8774,796,1001,2657,9540,410,12197,328,7005,municipality,2020
3607912529,"Carmel town, Putnam County, New York",36079,LHV,11897,12578,681,26674,698,752,5301,28275,199,33576,795,25831,municipality,2020
3607939331,"Kent town, Putnam County, New York",36079,LHV,4866,5429,563,10395,270,359,2818,10082,100,12900,390,8963,municipality,2020
3607956748,"Patterson town, Putnam County, New York",36079,LHV,3786,4101,315,9500,253,447,2557,8984,73,11541,339,7872,municipality,2020
3607957584,"Philipstown town, Putnam County, New York",36079,LHV,3847,4325,478,7888,208,150,916,8915,60,9831,410,8087,municipality,2020
3607960147,"Putnam Valley town, Putnam County, New York",36079,LHV,4237,4817,580,9354,251,292,1852,9910,86,11762,422,8859,municipality,2020
3607968924,"Southeast town, Putnam County, New York",36079,LHV,6696,7058,362,14459,466,425,4316,13742,135,18058,386,12330,municipality,2020
3608160323,"Queens borough, Queens County, New York",36081,NYC,847210,896333,49123,1949469,656583,381375,667861,1737603,66175,2405464,84112,549358,municipality,2020
3608570915,"Staten Island borough, Richmond County, New York",36085,NYC,173202,183692,10490,389393,58753,46835,96960,398787,3900,495747,11318,277981,municipality,2020
3608715968,"Clarkstown town, Rockland County, New York",36087,LHV,29489,30629,1140,68454,10152,8298,16275,70580,678,86855,2171,49281,municipality,2020
3608732765,"Haverstraw town, Rockland County, New York",36087,LHV,12646,13178,532,29629,1713,5434,18556,20531,303,39087,741,12340,municipality,2020
3608755211,"Orangetown town, Rockland County, New York",36087,LHV,17945,18986,1041,39240,3480,2577,6428,42227,311,48655,1397,34462,municipality,2020
3608760510,"Ramapo town, Rockland County, New York",36087,LHV,37722,39869,2147,90360,4563,16555,21984,126935,2485,148919,2995,100337,municipality,2020
3608771674,"Stony Point town, Rockland County, New York",36087,LHV,5146,5406,260,11833,505,911,3208,11605,100,14813,396,9693,municipality,2020
3601594,"Amagansett CDP, New York",36103,LI,770,1776,1006,1511,18,35,186,1638,24,1824,39,1522,municipality,2020
3602044,"Amityville village, New York",36103,LI,3846,4015,169,8105,163,876,1761,7739,72,9500,225,6403,municipality,2020
3602374,"Aquebogue CDP, New York",36103,LI,969,1164,195,2079,26,52,476,2071,8,2547,66,1919,municipality,2020
3602737,"Asharoken village, New York",36103,LI,231,296,65,512,6,2,31,561,10,592,11,532,municipality,2020
3603408,"Babylon village, New York",36103,LI,4544,4732,188,9741,294,199,1067,11121,59,12188,348,10221,municipality,2020
3604055,"Baiting Hollow CDP, New York",36103,LI,1081,1656,575,2283,21,67,309,2454,18,2763,58,2290,municipality,2020
3604913,"Bayport CDP, New York",36103,LI,3245,3506,261,6846,142,161,754,7855,40,8609,211,7301,municipality,2020
3604935,"Bay Shore CDP, New York",36103,LI,9667,10126,459,22561,1236,5044,11127,18117,382,29244,795,10660,municipality,2020
3605039,"Baywood CDP, New York",36103,LI,2210,2266,56,6060,301,1019,3470,4256,111,7726,264,2561,municipality,2020
3605672,"Belle Terre village, New York",36103,LI,287,312,25,660,42,8,54,754,5,808,27,672,municipality,2020
3605771,"Bellport village, New York",36103,LI,938,1170,232,1840,34,46,118,2085,9,2203,72,1924,municipality,2020
3607069,"Blue Point CDP, New York",36103,LI,2029,2132,103,4180,87,42,287,4869,26,5156,115,4599,municipality,2020
3607157,"Bohemia CDP, New York",36103,LI,3581,3720,139,7907,349,170,1040,8812,17,9852,202,8074,municipality,2020
3608026,"Brentwood CDP, New York",36103,LI,13658,14127,469,46299,1134,6766,47072,15315,804,62387,795,5816,municipality,2020
3608136,"Bridgehampton CDP, New York",36103,LI,1136,2632,1496,2356,71,199,417,2536,16,2953,90,2160,municipality,2020
3608323,"Brightwaters village, New York",36103,LI,1135,1160,25,2451,46,82,250,2931,3,3181,82,2718,municipality,2020
3609000,"Brookhaven CDP, New York",36103,LI,1097,1177,80,2754,34,190,303,3027,23,3330,94,2686,municipality,2020
3611781,"Calverton CDP, New York",36103,LI,2779,3016,237,4986,47,414,1095,4839,34,5934,141,4203,municipality,2020
3613376,"Centereach CDP, New York",36103,LI,10008,10405,397,24667,2658,964,5147,25833,177,30980,859,21175,municipality,2020
3613420,"Center Moriches CDP, New York",36103,LI,2770,2960,190,6249,109,243,1129,6917,30,8046,227,6308,municipality,2020
3613442,"Centerport CDP, New York",36103,LI,2171,2272,101,4677,108,20,306,5516,38,5822,169,5181,municipality,2020
3613552,"Central Islip CDP, New York",36103,LI,9870,10344,474,27835,1085,7005,21856,14858,573,36714,781,5414,municipality,2020
3616958,"Cold Spring Harbor CDP, New York",36103,LI,975,1020,45,2286,119,10,203,2861,13,3064,98,2621,municipality,2020
3617530,"Commack CDP, New York",36103,LI,12009,12312,303,28798,2536,632,2914,33622,221,36536,765,29468,municipality,2020
3618146,"Copiague CDP, New York",36103,LI,7684,8024,340,18791,524,1836,9634,13795,205,23429,487,10743,municipality,2020
3618157,"Coram CDP, New York",36103,LI,15234,16060,826,32506,2197,4703,7454,32766,308,40220,1395,24163,municipality,2020
3619466,"Cutchogue CDP, New York",36103,LI,1400,2121,721,2910,28,36,417,3020,12,3437,58,2886,municipality,2020
3619972,"Deer Park CDP, New York",36103,LI,9510,9839,329,22826,3322,3982,5206,23631,341,28837,786,15200,municipality,2020
3620379,"Dering Harbor village, New York",36103,LI,17,34,17,39,4,0,16,34,1,50,5,24,municipality,2020
3620687,"Dix Hills CDP, New York",36103,LI,8016,8315,299,20346,4397,1410,2224,23956,272,26180,778,17099,municipality,2020
3621985,"East Farmingdale CDP, New York",36103,LI,2177,2275,98,5376,528,785,1706,4911,53,6617,161,3384,municipality,2020
3622183,"East Hampton village, New York",36103,LI,668,1774,1106,1293,24,24,177,1340,7,1517,32,1253,municipality,2020
3622200,"East Hampton North CDP, New York",36103,LI,1889,2856,967,4217,75,219,2396,2981,46,5377,117,2524,municipality,2020
3622315,"East Islip CDP, New York",36103,LI,4769,4918,149,11081,302,209,1454,12477,71,13931,328,11567,municipality,2020
3622447,"East Marion CDP, New York",36103,LI,494,946,452,927,11,11,109,939,9,1048,27,881,municipality,2020
3622546,"East Moriches CDP, New York",36103,LI,2120,2349,229,4713,84,112,571,5375,38,5946,140,5001,municipality,2020
3622612,"East Northport CDP, New York",36103,LI,6996,7246,250,15945,591,205,2120,17928,93,20048,500,16539,municipality,2020
3622733,"East Patchogue CDP, New York",36103,LI,8221,8612,391,17575,522,982,4975,16605,144,21580,660,14297,municipality,2020
3622810,"Eastport CDP, New York",36103,LI,907,1015,108,1893,19,32,300,1919,14,2219,68,1786,municipality,2020
3622832,"East Quogue CDP, New York",36103,LI,2152,3104,952,4420,77,36,1029,4528,27,5557,120,4268,municipality,2020
3622980,"East Shoreham CDP, New York",36103,LI,2181,2248,67,5307,183,121,647,6194,38,6841,232,5620,municipality,2020
3623316,"Eatons Neck CDP, New York",36103,LI,507,570,63,1110,22,5,60,1274,5,1334,25,1217,municipality,2020
3624405,"Elwood CDP, New York",36103,LI,3730,3846,116,9115,941,535,1387,10039,59,11426,314,8190,municipality,2020
3625417,"Farmingville CDP, New York",36103,LI,4706,4845,139,11792,709,510,2659,12324,113,14983,472,10520,municipality,2020
3625839,"Fire Island CDP, New York",36103,LI,393,3357,2964,668,17,29,99,678,19,777,28,585,municipality,2020
3625923,"Fishers Island CDP, New York",36103,LI,180,609,429,352,11,3,32,392,4,424,22,352,municipality,2020
3626121,"Flanders CDP, New York",36103,LI,1492,1714,222,3810,37,421,2764,2334,44,5098,125,1707,municipality,2020
3626946,"Fort Salonga CDP, New York",36103,LI,3299,3430,131,7805,227,75,619,9033,31,9652,250,8450,municipality,2020
3628997,"Gilgo-Oak Beach-Captree CDP, New York",36103,LI,224,405,181,438,20,7,26,475,2,501,5,441,municipality,2020
3629509,"Gordon Heights CDP, New York",36103,LI,1059,1131,72,2932,91,1478,1479,2502,101,3981,183,649,municipality,2020
3630235,"Great River CDP, New York",36103,LI,798,842,44,1691,36,29,155,1850,1,2005,32,1752,municipality,2020
3630543,"Greenlawn CDP, New York",36103,LI,4524,4669,145,10677,773,1660,2420,11241,92,13661,387,8329,municipality,2020
3630576,"Greenport village, New York",36103,LI,950,1277,327,1998,25,197,957,1626,20,2583,84,1300,municipality,2020
3630581,"Greenport West CDP, New York",36103,LI,1056,1658,602,1988,29,85,388,1894,11,2282,40,1729,municipality,2020
3631445,"Halesite CDP, New York",36103,LI,1034,1099,65,2097,60,41,176,2351,18,2527,63,2169,municipality,2020
3631896,"Hampton Bays CDP, New York",36103,LI,5669,7879,2210,12251,177,167,5715,9513,136,15228,274,8759,municipality,2020
3632732,"Hauppauge CDP, New York",36103,LI,7180,7384,204,16164,1481,503,2080,18003,111,20083,468,15440,municipality,2020
3632963,"Head of the Harbor village, New York",36103,LI,475,537,62,1235,59,4,177,1343,12,1520,56,1212,municipality,2020
3635056,"Holbrook CDP, New York",36103,LI,9439,9714,275,21274,1194,701,3166,23321,156,26487,547,20723,municipality,2020
3635254,"Holtsville CDP, New York",36103,LI,6448,6646,198,15190,1040,455,2728,16209,105,18937,479,14130,municipality,2020
3636233,"Huntington CDP, New York",36103,LI,7920,8341,421,16354,568,368,1458,18187,103,19645,536,16612,municipality,2020
3637022,"Huntington Bay village, New York",36103,LI,552,593,41,1249,29,5,56,1390,16,1446,39,1301,municipality,2020
3637044,"Huntington Station CDP, New York",36103,LI,10517,10943,426,26642,1588,3012,15793,19085,289,34878,808,13388,municipality,2020
3637840,"Islandia village, New York",36103,LI,1044,1087,43,2981,219,437,1135,2432,33,3567,92,1651,municipality,2020
3637869,"Islip CDP, New York",36103,LI,6407,6605,198,14701,635,889,3574,14844,144,18418,473,12703,municipality,2020
3638022,"Islip Terrace CDP, New York",36103,LI,1698,1774,76,4205,147,146,836,4487,48,5323,123,4023,municipality,2020
3638253,"Jamesport CDP, New York",36103,LI,689,1126,437,1384,7,22,177,1432,1,1609,21,1381,municipality,2020
3639672,"Kings Park CDP, New York",36103,LI,6311,6564,253,13924,554,179,1414,15671,74,17085,365,14499,municipality,2020
3640530,"Lake Grove village, New York",36103,LI,3910,4078,168,9067,920,277,1252,9820,36,11072,288,8299,municipality,2020
3640838,"Lake Ronkonkoma CDP, New York",36103,LI,6645,7223,578,14952,1086,687,2588,16031,161,18619,537,13560,municipality,2020
3641465,"Laurel CDP, New York",36103,LI,550,800,250,1225,15,6,249,1246,14,1495,29,1182,municipality,2020
3642554,"Lindenhurst village, New York",36103,LI,9260,9712,452,21992,729,629,4458,22690,147,27148,637,20548,municipality,2020
3643005,"Lloyd Harbor village, New York",36103,LI,1150,1246,96,2700,136,9,206,3365,17,3571,103,3100,municipality,2020
3645139,"Manorville CDP, New York",36103,LI,5159,5364,205,11251,253,326,1428,12889,63,14317,433,11814,municipality,2020
3646074,"Mastic CDP, New York",36103,LI,4557,4792,235,11658,390,1440,4605,10799,177,15404,601,8191,municipality,2020
3646085,"Mastic Beach CDP, New York",36103,LI,4677,5198,521,10750,208,1771,3160,11039,161,14199,705,8194,municipality,2020
3646140,"Mattituck CDP, New York",36103,LI,1805,2527,722,3635,39,65,516,3806,16,4322,100,3586,municipality,2020
3646404,"Medford CDP, New York",36103,LI,8095,8416,321,19402,758,1545,5973,18274,171,24247,720,15080,municipality,2020
3646514,"Melville CDP, New York",36103,LI,7368,7777,409,15804,1997,794,1288,17996,93,19284,458,14654,municipality,2020
3646976,"Middle Island CDP, New York",36103,LI,4375,4588,213,8692,282,1308,1290,9256,103,10546,337,7226,municipality,2020
3647306,"Miller Place CDP, New York",36103,LI,4001,4157,156,9096,348,178,882,10841,49,11723,275,9991,municipality,2020
3648054,"Montauk CDP, New York",36103,LI,1804,4487,2683,3638,62,86,804,3514,41,4318,130,3195,municipality,2020
3648450,"Moriches CDP, New York",36103,LI,1361,1460,99,2490,54,321,390,2636,29,3026,131,2101,municipality,2020
3649066,"Mount Sinai CDP, New York",36103,LI,4131,4339,208,9177,599,157,984,10639,60,11623,267,9556,municipality,2020
3649424,"Napeague CDP, New York",36103,LI,179,480,301,303,11,7,29,339,4,368,10,307,municipality,2020
3649825,"Nesconset CDP, New York",36103,LI,4560,4707,147,10476,838,208,1186,12021,88,13207,312,10575,municipality,2020
3650727,"New Suffolk CDP, New York",36103,LI,187,316,129,331,2,1,38,365,3,403,5,354,municipality,2020
3651286,"Nissequogue village, New York",36103,LI,578,625,47,1287,40,6,78,1486,13,1564,35,1392,municipality,2020
3651396,"North Amityville CDP, New York",36103,LI,5304,5628,324,14230,280,8834,6899,11744,356,18643,596,1678,municipality,2020
3651418,"Northampton CDP, New York",36103,LI,227,246,19,573,10,141,324,439,11,763,15,262,municipality,2020
3651440,"North Babylon CDP, New York",36103,LI,6229,6430,201,14491,1007,1732,3381,14546,165,17927,488,11154,municipality,2020
3651495,"North Bay Shore CDP, New York",36103,LI,4579,4742,163,14617,940,2663,13376,6243,263,19619,345,2032,municipality,2020
3651528,"North Bellport CDP, New York",36103,LI,3484,3670,186,8944,322,2532,4451,7449,197,11900,515,3883,municipality,2020
3652078,"North Great River CDP, New York",36103,LI,1505,1535,30,3459,94,137,728,3538,23,4266,87,3197,municipality,2020
3652188,"North Haven village, New York",36103,LI,464,732,268,947,18,8,47,1115,7,1162,20,1062,municipality,2020
3653198,"North Lindenhurst CDP, New York",36103,LI,3861,4016,155,9506,445,719,3390,8610,105,12000,301,7040,municipality,2020
3653319,"North Patchogue CDP, New York",36103,LI,2314,2421,107,5380,131,179,1792,4959,51,6751,151,4447,municipality,2020
3653396,"Northport village, New York",36103,LI,2983,3128,145,6059,146,53,401,6946,25,7347,159,6563,municipality,2020
3653561,"North Sea CDP, New York",36103,LI,2158,3587,1429,4392,125,60,1080,4381,79,5461,171,3946,municipality,2020
3653775,"Northville CDP, New York",36103,LI,620,813,193,1349,18,19,224,1342,2,1566,33,1270,municipality,2020
3653852,"Northwest Harbor CDP, New York",36103,LI,1912,3512,1600,3866,110,83,863,3774,70,4637,133,3378,municipality,2020
3654056,"Noyack CDP, New York",36103,LI,1797,2832,1035,3573,76,60,578,3747,19,4325,111,3481,municipality,2020
3654144,"Oakdale CDP, New York",36103,LI,3109,3240,131,6219,103,86,517,6913,21,7430,153,6550,municipality,2020
3654430,"Ocean Beach village, New York",36103,LI,76,591,515,137,0,2,10,143,3,153,5,133,municipality,2020
3654617,"Old Field village, New York",36103,LI,334,365,31,746,74,2,42,851,13,893,24,738,municipality,2020
3655321,"Orient CDP, New York",36103,LI,470,800,330,875,10,2,41,958,7,999,19,920,municipality,2020
3656660,"Patchogue village, New York",36103,LI,5456,5776,320,10302,242,662,3520,8888,68,12408,312,7604,municipality,2020
3656968,"Peconic CDP, New York",36103,LI,300,495,195,596,6,13,83,609,6,692,16,568,municipality,2020
3659157,"Poquott village, New York",36103,LI,364,374,10,747,91,8,43,860,1,903,17,743,municipality,2020
3659355,"Port Jefferson village, New York",36103,LI,3291,3471,180,6590,537,109,712,7250,53,7962,293,6258,municipality,2020
3659377,"Port Jefferson Station CDP, New York",36103,LI,2859,2985,126,6293,512,302,1570,6380,41,7950,248,5277,municipality,2020
3660408,"Quiogue CDP, New York",36103,LI,364,625,261,785,20,40,279,734,13,1013,32,629,municipality,2020
3660422,"Quogue village, New York",36103,LI,688,1613,925,1375,58,41,134,1528,23,1662,38,1368,municipality,2020
3661142,"Remsenburg-Speonk CDP, New York",36103,LI,1200,1644,444,2498,35,36,351,2759,9,3110,80,2599,municipality,2020
3661665,"Ridge CDP, New York",36103,LI,5877,6336,459,11205,333,723,1145,12126,58,13271,351,10661,municipality,2020
3661973,"Riverhead CDP, New York",36103,LI,5365,5763,398,11880,225,1716,5674,9319,139,14993,386,6853,municipality,2020
3662066,"Riverside CDP, New York",36103,LI,838,910,72,2417,26,539,1176,1706,36,2882,51,1054,municipality,2020
3663319,"Rocky Point CDP, New York",36103,LI,4826,5285,459,10562,239,171,1651,11982,49,13633,450,11073,municipality,2020
3663473,"Ronkonkoma CDP, New York",36103,LI,6496,6701,205,15096,1166,548,2814,16141,240,18955,546,13641,municipality,2020
3664452,"Sagaponack village, New York",36103,LI,305,718,413,627,28,9,60,710,19,770,30,624,municipality,2020
3664485,"Sag Harbor village, New York",36103,LI,1202,2013,811,2296,35,206,301,2471,29,2772,101,2100,municipality,2020
3664584,"St. James CDP, New York",36103,LI,4729,4921,192,10871,513,117,1037,12450,34,13487,286,11500,municipality,2020
3664881,"Saltaire village, New York",36103,LI,31,432,401,99,2,0,3,110,0,113,3,105,municipality,2020
3665409,"Sayville CDP, New York",36103,LI,5935,6228,293,13269,283,186,1148,15421,71,16569,392,14489,municipality,2020
3666212,"Selden CDP, New York",36103,LI,6838,7167,329,16787,1495,885,4129,17133,157,21262,583,14013,municipality,2020
3666481,"Setauket-East Setauket CDP, New York",36103,LI,5304,5569,265,11917,1562,177,1056,13928,82,14984,475,11632,municipality,2020
3666828,"Shelter Island CDP, New York",36103,LI,703,1145,442,1354,18,13,181,1421,2,1602,59,1329,municipality,2020
3666850,"Shelter Island Heights CDP, New York",36103,LI,761,1552,791,1408,24,8,92,1509,2,1601,51,1424,municipality,2020
3667048,"Shinnecock Hills CDP, New York",36103,LI,845,1537,692,1796,51,45,702,1580,16,2282,64,1404,municipality,2020
3667070,"Shirley CDP, New York",36103,LI,8262,8782,520,20416,724,1907,6200,20160,268,26360,993,16268,municipality,2020
3667191,"Shoreham village, New York",36103,LI,188,232,44,453,13,11,45,516,1,561,24,467,municipality,2020
3667851,"Smithtown CDP, New York",36103,LI,8495,8800,305,20459,1007,351,2484,23145,131,25629,690,20966,municipality,2020
3668374,"Sound Beach CDP, New York",36103,LI,2728,2943,215,5845,136,125,758,6658,40,7416,246,6111,municipality,2020
3668462,"Southampton village, New York",36103,LI,1701,3438,1737,3765,129,236,792,3758,53,4550,122,3218,municipality,2020
3669254,"South Huntington CDP, New York",36103,LI,3290,3418,128,7790,773,210,1428,8133,39,9561,247,6864,municipality,2020
3669452,"Southold CDP, New York",36103,LI,2617,4222,1605,5132,78,66,779,5261,24,6040,152,4941,municipality,2020
3670387,"Springs CDP, New York",36103,LI,2973,4482,1509,6474,128,112,2728,5358,36,8086,199,4883,municipality,2020
3671608,"Stony Brook CDP, New York",36103,LI,4831,5033,202,10926,1667,217,826,12641,68,13467,379,10310,municipality,2020
3671620,"Stony Brook University CDP, New York",36103,LI,72,115,43,10302,1829,3516,1748,8661,118,10409,540,2658,municipality,2020
3673352,"Terryville CDP, New York",36103,LI,3853,4006,153,9116,430,392,2411,9061,86,11472,263,7890,municipality,2020
3675572,"Tuckahoe CDP, New York",36103,LI,628,995,367,1259,35,83,342,1163,21,1505,37,987,municipality,2020
3677519,"Village of the Branch village, New York",36103,LI,563,573,10,1359,49,23,92,1643,7,1735,43,1521,municipality,2020
3677772,"Wading River CDP, New York",36103,LI,2789,3223,434,6101,102,160,690,7041,35,7731,232,6512,municipality,2020
3677805,"Wainscott CDP, New York",36103,LI,386,916,530,755,23,17,142,762,10,904,24,688,municipality,2020
3678575,"Water Mill CDP, New York",36103,LI,958,2125,1167,2057,93,28,189,2317,18,2506,99,2079,municipality,2020
3679246,"West Babylon CDP, New York",36103,LI,14523,15139,616,34632,1455,5291,8202,35011,331,43213,1207,26727,municipality,2020
3679301,"West Bay Shore CDP, New York",36103,LI,1742,1809,67,3750,137,133,495,4130,20,4625,160,3680,municipality,2020
3680170,"Westhampton CDP, New York",36103,LI,1291,2206,915,2932,45,80,654,2967,28,3621,77,2737,municipality,2020
3680181,"Westhampton Beach village, New York",36103,LI,858,2455,1597,1755,49,33,319,1831,11,2150,44,1694,municipality,2020
3680186,"West Hampton Dunes village, New York",36103,LI,28,271,243,105,2,0,5,121,0,126,0,119,municipality,2020
3680258,"West Hills CDP, New York",36103,LI,1968,2024,56,4467,377,108,530,4855,22,5385,117,4231,municipality,2020
3680302,"West Islip CDP, New York",36103,LI,8763,9021,258,21447,528,166,2659,24389,60,27048,557,23078,municipality,2020
3680885,"West Sayville CDP, New York",36103,LI,1765,2109,344,3948,72,45,342,4530,13,4872,118,4282,municipality,2020
3681419,"Wheatley Heights CDP, New York",36103,LI,1442,1493,51,3942,395,2619,878,4262,79,5140,250,919,municipality,2020
3683294,"Wyandanch CDP, New York",36103,LI,3290,3548,258,9372,163,6352,5487,7503,187,12990,350,451,municipality,2020
3683426,"Yaphank CDP, New York",36103,LI,2280,2480,200,4900,145,278,793,5181,62,5974,221,4475,municipality,2020
3610304000,"Babylon town, Suffolk County, New York",36103,LI,71907,75270,3363,173514,9329,33874,52142,166081,2103,218223,5844,114931,municipality,2020
3610310000,"Brookhaven town, Suffolk County, New York",36103,LI,167187,178581,11394,388658,23108,30287,83528,402245,3523,485773,15328,329999,municipality,2020
3610322194,"East Hampton town, Suffolk County, New York",36103,LI,11118,21163,10045,23159,474,770,7531,20854,255,28385,748,18607,municipality,2020
3610337000,"Huntington town, Suffolk County, New York",36103,LI,70014,73073,3059,162582,13598,8667,31403,172724,1284,204127,5225,143950,municipality,2020
3610338000,"Islip town, Suffolk County, New York",36103,LI,105002,111346,6344,265143,11001,26931,118903,221035,3179,339938,7307,172617,municipality,2020
3610359106,"Poospatuck Reservation, Suffolk County, New York",36103,LI,150,159,9,322,0,55,87,349,215,436,45,34,municipality,2020
3610361984,"Riverhead town, Suffolk County, New York",36103,LI,13879,16310,2431,29170,436,2193,8262,27640,232,35902,898,23881,municipality,2020
3610366839,"Shelter Island town, Suffolk County, New York",36103,LI,1481,2731,1250,2801,46,21,289,2964,5,3253,115,2777,municipality,2020
3610367059,"Shinnecock Reservation, Suffolk County, New York",36103,LI,300,349,49,616,2,30,47,772,684,819,28,28,municipality,2020
3610368000,"Smithtown town, Suffolk County, New York",36103,LI,40018,41415,1397,92863,5585,1662,9979,106317,612,116296,2756,95702,municipality,2020
3610368473,"Southampton town, Suffolk County, New York",36103,LI,25806,42770,16964,55611,1185,2293,17178,51858,604,69036,1672,46104,municipality,2020
3610369463,"Southold town, Suffolk County, New York",36103,LI,10010,15773,5763,19973,255,485,3610,20122,126,23732,556,18700,municipality,2020
3610506310,"Bethel town, Sullivan County, New York",36105,MHV,1766,3703,1937,3362,32,94,503,3456,34,3959,144,3152,municipality,2020
3610511759,"Callicoon town, Sullivan County, New York",36105,MHV,1280,1852,572,2508,63,31,232,2757,14,2989,115,2534,municipality,2020
3610516661,"Cochecton town, Sullivan County, New York",36105,MHV,653,1042,389,1184,9,22,80,1368,7,1448,58,1272,municipality,2020
3610520104,"Delaware town, Sullivan County, New York",36105,MHV,927,1458,531,1796,22,140,171,2032,15,2203,76,1779,municipality,2020
3610525241,"Fallsburg town, Sullivan County, New York",36105,MHV,4148,8830,4682,10992,306,1811,3845,10347,184,14192,460,7586,municipality,2020
3610526528,"Forestburgh town, Sullivan County, New York",36105,MHV,347,552,205,690,23,18,38,770,4,808,30,695,municipality,2020
3610527573,"Fremont town, Sullivan County, New York",36105,MHV,537,1197,660,990,10,20,72,1089,13,1161,32,1014,municipality,2020
3610534473,"Highland town, Sullivan County, New York",36105,MHV,1004,1722,718,1866,17,27,144,2052,12,2196,78,1918,municipality,2020
3610542235,"Liberty town, Sullivan County, New York",36105,MHV,3916,5450,1534,7793,173,685,2789,7370,83,10159,517,5912,municipality,2020
3610543786,"Lumberland town, Sullivan County, New York",36105,MHV,911,1547,636,1817,31,32,201,2042,17,2243,118,1844,municipality,2020
3610544809,"Mamakating town, Sullivan County, New York",36105,MHV,4731,6157,1426,9621,189,428,1573,11082,124,12655,708,9633,municipality,2020
3610549847,"Neversink town, Sullivan County, New York",36105,MHV,1411,2020,609,2713,41,43,222,3144,16,3366,117,2927,municipality,2020
