0,stco,NAME,H001001,H001001,H003002,H003002,H003003,H003003
2558,48063,"Camp County, Texas",5228,5656,4336,4678,892,978
2559,48065,"Carson County, Texas",2815,2784,2470,2452,345,332
2560,48067,"Cass County, Texas",13890,14379,12190,12429,1700,1950
2561,48069,"Castro County, Texas",3198,3166,2761,2744,437,422
2562,48071,"Chambers County, Texas",10336,13291,9139,11952,1197,1339
2563,48073,"Cherokee County, Texas",19173,20859,16651,17894,2522,2965
2564,48075,"Childress County, Texas",3059,2883,2474,2326,585,557
2565,48077,"Clay County, Texas",4992,5150,4323,4319,669,831
2566,48079,"Cochran County, Texas",1587,1360,1309,1113,278,247
2567,48081,"Coke County, Texas",2843,2667,1544,1466,1299,1201
2568,48083,"Coleman County, Texas",5248,5543,3889,3857,1359,1686
2569,48085,"Collin County, Texas",194892,300960,181970,283759,12922,17201
2570,48087,"Collingsworth County, Texas",1723,1616,1294,1179,429,437
2571,48089,"Colorado County, Texas",9431,10527,7641,8182,1790,2345
2572,48091,"Comal County, Texas",32718,47108,29066,41363,3652,5745
2573,48093,"Comanche County, Texas",7105,7223,5522,5580,1583,1643
2574,48095,"Concho County, Texas",1488,1637,1058,1041,430,596
2575,48097,"Cooke County, Texas",15061,16606,13643,14513,1418,2093
2576,48099,"Coryell County, Texas",21776,25178,19950,22545,1826,2633
2577,48101,"Cottle County, Texas",1088,968,820,677,268,291
2578,48103,"Crane County, Texas",1596,1632,1360,1471,236,161
2579,48105,"Crockett County, Texas",2049,1866,1524,1422,525,444
2580,48107,"Crosby County, Texas",3202,2902,2512,2237,690,665
2581,48109,"Culberson County, Texas",1321,1137,1052,908,269,229
2582,48111,"Dallam County, Texas",2697,2827,2317,2448,380,379
2583,48113,"Dallas County, Texas",854119,943257,807621,855960,46498,87297
2584,48115,"Dawson County, Texas",5500,5220,4726,4385,774,835
2585,48117,"Deaf Smith County, Texas",6914,7077,6180,6365,734,712
2586,48119,"Delta County, Texas",2410,2458,2094,2088,316,370
2587,48121,"Denton County, Texas",168069,256139,158903,240289,9166,15850
2588,48123,"DeWitt County, Texas",8756,9176,7207,7407,1549,1769
2589,48125,"Dickens County, Texas",1368,1282,980,930,388,352
2590,48127,"Dimmit County, Texas",4112,4350,3308,3421,804,929
2591,48129,"Donley County, Texas",2378,2142,1578,1517,800,625
2592,48131,"Duval County, Texas",5543,5523,4350,4090,1193,1433
2593,48133,"Eastland County, Texas",9547,10258,7321,7465,2226,2793
2594,48135,"Ector County, Texas",49500,53027,43846,48688,5654,4339
2595,48137,"Edwards County, Texas",1217,1606,801,839,416,767
2596,48139,"Ellis County, Texas",39071,54365,37020,50503,2051,3862
2597,48141,"El Paso County, Texas",224447,270307,210022,256557,14425,13750
2598,48143,"Erath County, Texas",14422,16987,12568,14569,1854,2418
2599,48145,"Falls County, Texas",7658,7724,6496,6302,1162,1422
2600,48147,"Fannin County, Texas",12887,14191,11105,12149,1782,2042
2601,48149,"Fayette County, Texas",11113,13868,8722,10078,2391,3790
2602,48151,"Fisher County, Texas",2277,2212,1785,1668,492,544
2603,48153,"Floyd County, Texas",3221,3004,2730,2402,491,602
2604,48155,"Foard County, Texas",850,789,664,573,186,216
2605,48157,"Fort Bend County, Texas",115991,197030,110915,187384,5076,9646
2606,48159,"Franklin County, Texas",5132,5770,3754,4159,1378,1611
2607,48161,"Freestone County, Texas",8138,9265,6588,7259,1550,2006
2608,48163,"Frio County, Texas",5660,5846,4743,4854,917,992
2609,48165,"Gaines County, Texas",5410,6301,4681,5606,729,695
2610,48167,"Galveston County, Texas",111733,132492,94782,108969,16951,23523
2611,48169,"Garza County, Texas",1928,2237,1663,1671,265,566
2612,48171,"Gillespie County, Texas",9902,12778,8521,10572,1381,2206
2613,48173,"Glasscock County, Texas",660,580,483,441,177,139
2614,48175,"Goliad County, Texas",3426,3710,2644,2868,782,842
2615,48177,"Gonzales County, Texas",8194,8794,6782,7120,1412,1674
2616,48179,"Gray County, Texas",10567,10158,8793,8443,1774,1715
2617,48181,"Grayson County, Texas",48315,53727,42849,46905,5466,6822
2618,48183,"Gregg County, Texas",46349,49514,42687,45798,3662,3716
2619,48185,"Grimes County, Texas",9490,10917,7753,8902,1737,2015
2620,48187,"Guadalupe County, Texas",33585,50015,30900,45762,2685,4253
2621,48189,"Hale County, Texas",13526,13541,11975,11846,1551,1695
2622,48191,"Hall County, Texas",1988,1943,1548,1372,440,571
2623,48193,"Hamilton County, Texas",4455,4566,3374,3442,1081,1124
2624,48195,"Hansford County, Texas",2329,2338,2005,2006,324,332
2625,48197,"Hardeman County, Texas",2358,2417,1943,1722,415,695
2626,48199,"Hardin County, Texas",19836,22597,17805,20462,2031,2135
2627,48201,"Harris County, Texas",1298130,1598698,1205516,1435155,92614,163543
2628,48203,"Harrison County, Texas",26271,27704,23087,24523,3184,3181
2629,48205,"Hartley County, Texas",1760,1946,1604,1771,156,175
2630,48207,"Haskell County, Texas",3555,3443,2569,2297,986,1146
2631,48209,"Hays County, Texas",35643,59417,33410,55245,2233,4172
2632,48211,"Hemphill County, Texas",1548,1629,1280,1382,268,247
2633,48213,"Henderson County, Texas",35935,39595,28804,31020,7131,8575
2634,48215,"Hidalgo County, Texas",192658,248287,156824,216471,35834,31816
2635,48217,"Hill County, Texas",14624,16118,12204,13238,2420,2880
2636,48219,"Hockley County, Texas",9148,9293,7994,8242,1154,1051
2637,48221,"Hood County, Texas",19105,24951,16176,20795,2929,4156
2638,48223,"Hopkins County, Texas",14020,15029,12286,13308,1734,1721
2639,48225,"Houston County, Texas",10730,11532,8259,8656,2471,2876
2640,48227,"Howard County, Texas",13589,13124,11389,11333,2200,1791
2641,48229,"Hudspeth County, Texas",1471,1527,1092,1174,379,353
2642,48231,"Hunt County, Texas",32490,36704,28742,32076,3748,4628
2643,48233,"Hutchinson County, Texas",10871,10629,9283,8812,1588,1817
2644,48235,"Irion County, Texas",914,856,694,653,220,203
2645,48237,"Jack County, Texas",3668,4095,3047,3136,621,959
2646,48239,"Jackson County, Texas",6545,6590,5336,5284,1209,1306
2647,48241,"Jasper County, Texas",16576,16798,13450,13770,3126,3028
2648,48243,"Jeff Davis County, Texas",1420,1613,896,1034,524,579
2649,48245,"Jefferson County, Texas",102080,104424,92880,93441,9200,10983
2650,48247,"Jim Hogg County, Texas",2308,2441,1815,1902,493,539
2651,48249,"Jim Wells County, Texas",14819,16147,12961,13961,1858,2186
2652,48251,"Johnson County, Texas",46269,56719,43636,52193,2633,4526
2653,48253,"Jones County, Texas",7236,7422,6140,6034,1096,1388
2654,48255,"Karnes County, Texas",5479,5650,4454,4463,1025,1187
2655,48257,"Kaufman County, Texas",26133,38322,24367,34964,1766,3358
2656,48259,"Kendall County, Texas",9609,14055,8613,12617,996,1438
2657,48261,"Kenedy County, Texas",281,233,138,147,143,86
2658,48263,"Kent County, Texas",551,552,353,350,198,202
2659,48265,"Kerr County, Texas",20228,23831,17813,20550,2415,3281
2660,48267,"Kimble County, Texas",2996,3371,1866,2016,1130,1355
2661,48269,"King County, Texas",174,186,108,113,66,73
2662,48271,"Kinney County, Texas",1907,1940,1314,1350,593,590
2663,48273,"Kleberg County, Texas",12743,12787,10896,11097,1847,1690
2664,48275,"Knox County, Texas",2129,2044,1690,1506,439,538
2665,48277,"Lamar County, Texas",21113,22481,19077,19829,2036,2652
2666,48279,"Lamb County, Texas",6294,6128,5360,5081,934,1047
2667,48281,"Lampasas County, Texas",7601,8718,6554,7539,1047,1179
2668,48283,"La Salle County, Texas",2436,2746,1819,1931,617,815
2669,48285,"Lavaca County, Texas",9657,10344,7669,7808,1988,2536
2670,48287,"Lee County, Texas",6851,7499,5663,6151,1188,1348
2671,48289,"Leon County, Texas",8299,9509,6189,6896,2110,2613
2672,48291,"Liberty County, Texas",26359,28759,23242,25073,3117,3686
2673,48293,"Limestone County, Texas",9725,10536,7906,8499,1819,2037
2674,48295,"Lipscomb County, Texas",1541,1512,1205,1263,336,249
2675,48297,"Live Oak County, Texas",6196,6065,4230,4257,1966,1808
2676,48299,"Llano County, Texas",11829,14280,7879,9008,3950,5272
2677,48301,"Loving County, Texas",70,50,31,39,39,11
2678,48303,"Lubbock County, Texas",100595,115064,92516,105781,8079,9283
2679,48305,"Lynn County, Texas",2671,2676,2354,2246,317,430
2680,48307,"McCulloch County, Texas",4184,4302,3277,3338,907,964
2681,48309,"McLennan County, Texas",84795,95124,78859,86892,5936,8232
2682,48311,"McMullen County, Texas",587,485,355,310,232,175
2683,48313,"Madison County, Texas",4797,5096,3914,4187,883,909
2684,48315,"Marion County, Texas",6384,6218,4610,4595,1774,1623
2685,48317,"Martin County, Texas",1898,1852,1624,1649,274,203
2686,48319,"Mason County, Texas",2372,2733,1607,1754,765,979
2687,48321,"Matagorda County, Texas",18611,18801,13901,13894,4710,4907
2688,48323,"Maverick County, Texas",14889,17462,13089,15563,1800,1899
2689,48325,"Medina County, Texas",14826,17991,12880,15530,1946,2461
2690,48327,"Menard County, Texas",1607,1702,990,994,617,708
2691,48329,"Midland County, Texas",48060,54351,42745,50845,5315,3506
2692,48331,"Milam County, Texas",10866,11305,9199,9408,1667,1897
2693,48333,"Mills County, Texas",2691,2846,2001,1975,690,871
2694,48335,"Mitchell County, Texas",4168,4064,2837,2809,1331,1255
2695,48337,"Montague County, Texas",9862,10131,7770,7989,2092,2142
2696,48339,"Montgomery County, Texas",112770,177647,103296,162530,9474,15117
2697,48341,"Moore County, Texas",7478,7881,6774,7197,704,684
2698,48343,"Morris County, Texas",6017,6024,5215,5226,802,798
2699,48345,"Motley County, Texas",839,779,606,542,233,237
2700,48347,"Nacogdoches County, Texas",25051,27406,22006,23861,3045,3545
2701,48349,"Navarro County, Texas",18449,20234,16491,17380,1958,2854
2702,48351,"Newton County, Texas",7331,7142,5583,5476,1748,1666
2703,48353,"Nolan County, Texas",7112,7152,6170,5999,942,1153
2704,48355,"Nueces County, Texas",123041,141033,110365,124587,12676,16446
2705,48357,"Ochiltree County, Texas",3769,4062,3261,3617,508,445
2706,48359,"Oldham County, Texas",815,841,735,691,80,150
2707,48361,"Orange County, Texas",34781,35313,31642,31031,3139,4282
2708,48363,"Palo Pinto County, Texas",14102,15214,10594,10871,3508,4343
2709,48365,"Panola County, Texas",10524,10920,8821,9271,1703,1649
2710,48367,"Parker County, Texas",34084,46628,31131,42069,2953,4559
2711,48369,"Parmer County, Texas",3732,3799,3322,3413,410,386
2712,48371,"Pecos County, Texas",6338,5585,5153,4894,1185,691
2713,48373,"Polk County, Texas",21177,22683,15119,16503,6058,6180
2714,48375,"Potter County, Texas",44598,47271,40760,42933,3838,4338
2715,48377,"Presidio County, Texas",3299,3825,2530,2906,769,919
2716,48379,"Rains County, Texas",4523,5269,3617,4377,906,892
2717,48381,"Randall County, Texas",43261,51587,41240,47975,2021,3612
2718,48383,"Reagan County, Texas",1452,1372,1107,1156,345,216
2719,48385,"Real County, Texas",2007,2599,1245,1374,762,1225
2720,48387,"Red River County, Texas",6916,6826,5827,5469,1089,1357
2721,48389,"Reeves County, Texas",5043,4640,4091,3839,952,801
2722,48391,"Refugio County, Texas",3669,3726,2985,2841,684,885
2723,48393,"Roberts County, Texas",449,439,362,359,87,80
2724,48395,"Robertson County, Texas",7874,8484,6179,6541,1695,1943
2725,48397,"Rockwall County, Texas",15351,27939,14530,26448,821,1491
2726,48399,"Runnels County, Texas",5400,5298,4428,4165,972,1133
2727,48401,"Rusk County, Texas",19867,21191,17364,18476,2503,2715
2728,48403,"Sabine County, Texas",7659,7988,4485,4738,3174,3250
2729,48405,"San Augustine County, Texas",5356,5342,3575,3625,1781,1717
2730,48407,"San Jacinto County, Texas",11520,13187,8651,10096,2869,3091
2731,48409,"San Patricio County, Texas",24864,26521,22093,22637,2771,3884
2732,48411,"San Saba County, Texas",2951,3177,2289,2257,662,920
2733,48413,"Schleicher County, Texas",1371,1489,1115,1182,256,307
2734,48415,"Scurry County, Texas",7112,6963,5756,5838,1356,1125
2735,48417,"Shackelford County, Texas",1613,1754,1300,1367,313,387
2736,48419,"Shelby County, Texas",11955,11873,9595,9648,2360,2225
2737,48421,"Sherman County, Texas",1275,1252,1124,1081,151,171
2738,48423,"Smith County, Texas",71701,87309,65692,79055,6009,8254
2739,48425,"Somervell County, Texas",2750,3674,2438,3078,312,596
2740,48427,"Starr County, Texas",17589,19526,14410,17001,3179,2525
2741,48429,"Stephens County, Texas",4893,4938,3661,3665,1232,1273
2742,48431,"Sterling County, Texas",633,615,513,440,120,175
2743,48433,"Stonewall County, Texas",936,928,713,642,223,286
2744,48435,"Sutton County, Texas",1998,2031,1515,1550,483,481
2745,48437,"Swisher County, Texas",3315,3221,2925,2762,390,459
2746,48439,"Tarrant County, Texas",565830,714803,533864,657134,31966,57669
2747,48441,"Taylor County, Texas",52056,55750,47274,50725,4782,5025
2748,48443,"Terrell County, Texas",991,700,443,430,548,270
2749,48445,"Terry County, Texas",5087,4828,4278,4200,809,628
2750,48447,"Throckmorton County, Texas",1066,1079,765,721,301,358
2751,48449,"Titus County, Texas",10675,12054,9552,10813,1123,1241
2752,48451,"Tom Green County, Texas",43916,46571,39503,42331,4413,4240
2753,48453,"Travis County, Texas",335881,441240,320766,404467,15115,36773
2754,48455,"Trinity County, Texas",8141,8713,5723,6142,2418,2571
2755,48457,"Tyler County, Texas",10419,10579,7775,8007,2644,2572
2756,48459,"Upshur County, Texas",14930,16613,13290,14925,1640,1688
2757,48461,"Upton County, Texas",1609,1548,1256,1256,353,292
2758,48463,"Uvalde County, Texas",10166,10811,8559,9025,1607,1786
2759,48465,"Val Verde County, Texas",16288,18651,14151,15654,2137,2997
2760,48467,"Van Zandt County, Texas",20896,22817,18195,20047,2701,2770
2761,48469,"Victoria County, Texas",32945,35417,30071,32187,2874,3230
2762,48471,"Walker County, Texas",21099,24058,18303,20969,2796,3089
2763,48473,"Waller County, Texas",11955,15839,10557,14040,1398,1799
2764,48475,"Ward County, Texas",4832,4694,3964,3995,868,699
2765,48477,"Washington County, Texas",13241,15514,11322,13037,1919,2477
2766,48479,"Webb County, Texas",55206,73496,50740,67106,4466,6390
2767,48481,"Wharton County, Texas",16606,17127,14799,15132,1807,1995
2768,48483,"Wheeler County, Texas",2687,2730,2152,2181,535,549
2769,48485,"Wichita County, Texas",53304,55566,48441,49016,4863,6550
2770,48487,"Wilbarger County, Texas",6371,6318,5537,5289,834,1029
2771,48489,"Willacy County, Texas",6727,7040,5584,5764,1143,1276
2772,48491,"Williamson County, Texas",90325,162773,86766,152606,3559,10167
2773,48493,"Wilson County, Texas",12110,16766,11038,15009,1072,1757
2774,48495,"Winkler County, Texas",3214,3027,2584,2578,630,449
2775,48497,"Wise County, Texas",19242,23781,17178,21015,2064,2766
2776,48499,"Wood County, Texas",17939,20861,14583,17118,3356,3743
2777,48501,"Yoakum County, Texas",2974,2978,2469,2643,505,335
2778,48503,"Young County, Texas",8504,8622,7167,7343,1337,1279
2779,48505,"Zapata County, Texas",6167,6203,3921,4297,2246,1906
2780,48507,"Zavala County, Texas",4075,4283,3428,3573,647,710
2781,49001,"Beaver County, Utah",2660,2908,1982,2265,678,643
2782,49003,"Box Elder County, Utah",14209,17326,13144,16058,1065,1268
2783,49005,"Cache County, Utah",29035,37024,27543,34722,1492,2302
2784,49007,"Carbon County, Utah",8741,9551,7413,7978,1328,1573
2785,49009,"Daggett County, Utah",1084,1141,340,426,744,715
2786,49011,"Davis County, Utah",74114,97570,71201,93545,2913,4025
2787,49013,"Duchesne County, Utah",6988,9493,4559,6003,2429,3490
2788,49015,"Emery County, Utah",4093,4489,3468,3732,625,757
2789,49017,"Garfield County, Utah",2767,3726,1576,1930,1191,1796
2790,49019,"Grand County, Utah",4062,4816,3434,3889,628,927
2791,49021,"Iron County, Utah",13618,19667,10627,15022,2991,4645
2792,49023,"Juab County, Utah",2810,3502,2456,3093,354,409
2793,49025,"Kane County, Utah",3767,5815,2237,2900,1530,2915
2794,49027,"Millard County, Utah",4522,4939,3840,4201,682,738
2795,49029,"Morgan County, Utah",2158,3006,2046,2820,112,186
2796,49031,"Piute County, Utah",745,898,509,576,236,322
2797,49033,"Rich County, Utah",2408,2834,645,805,1763,2029
2798,49035,"Salt Lake County, Utah",310988,364031,295141,342622,15847,21409
2799,49037,"San Juan County, Utah",5449,5734,4089,4505,1360,1229
2800,49039,"Sanpete County, Utah",7879,10379,6547,7952,1332,2427
2801,49041,"Sevier County, Utah",7016,8449,6081,7094,935,1355
2802,49043,"Summit County, Utah",17489,26545,10332,12990,7157,13555
2803,49045,"Tooele County, Utah",13812,19455,12677,17971,1135,1484
2804,49047,"Uintah County, Utah",9040,11972,8187,10563,853,1409
2805,49049,"Utah County, Utah",104315,148350,99937,140602,4378,7748
2806,49051,"Wasatch County, Utah",6564,10577,4743,7287,1821,3290
2807,49053,"Washington County, Utah",36478,57734,29939,46334,6539,11400
2808,49055,"Wayne County, Utah",1329,1591,890,1059,439,532
2809,49057,"Weber County, Utah",70454,86187,65698,78748,4756,7439
2810,50001,"Addison County, Vermont",15312,16760,13068,14084,2244,2676
2811,50003,"Bennington County, Vermont",19403,20922,14846,15470,4557,5452
2812,50005,"Caledonia County, Vermont",14504,15942,11663,12553,2841,3389
2813,50007,"Chittenden County, Vermont",58864,65722,56452,61827,2412,3895
2814,50009,"Essex County, Vermont",4762,5019,2602,2818,2160,2201
2815,50011,"Franklin County, Vermont",19191,21588,16765,18513,2426,3075
2816,50013,"Grand Isle County, Vermont",4663,5048,2761,2902,1902,2146
2817,50015,"Lamoille County, Vermont",11009,12969,9221,10014,1788,2955
2818,50017,"Orange County, Vermont",13386,14845,10936,11887,2450,2958
2819,50019,"Orleans County, Vermont",14673,16162,10446,11320,4227,4842
2820,50021,"Rutland County, Vermont",32311,33768,25678,25984,6633,7784
2821,50023,"Washington County, Vermont",27644,29941,23659,25027,3985,4914
2822,50025,"Windham County, Vermont",27039,29735,18375,19290,8664,10445
2823,50027,"Windsor County, Vermont",31621,34118,24162,24753,7459,9365
2824,51001,"Accomack County, Virginia",19550,21002,15299,13798,4251,7204
2825,51003,"Albemarle County, Virginia",33720,42122,31876,38157,1844,3965
2826,51005,"Alleghany County, Virginia",5812,8074,5149,6891,663,1183
2827,51007,"Amelia County, Virginia",4609,5359,4240,4821,369,538
2828,51009,"Amherst County, Virginia",12958,13976,11941,12560,1017,1416
2829,51011,"Appomattox County, Virginia",5828,6921,5322,6033,506,888
2830,51013,"Arlington County, Virginia",90426,105404,86352,98050,4074,7354
2831,51015,"Augusta County, Virginia",26738,31194,24818,28516,1920,2678
2832,51017,"Bath County, Virginia",2896,3270,2053,2162,843,1108
2833,51019,"Bedford County, Virginia",26841,31937,23838,27465,3003,4472
2834,51021,"Bland County, Virginia",3161,3265,2568,2566,593,699
2835,51023,"Botetourt County, Virginia",12571,14562,11700,13126,871,1436
2836,51025,"Brunswick County, Virginia",7541,8166,6277,6366,1264,1800
2837,51027,"Buchanan County, Virginia",11887,11576,10464,9968,1423,1608
2838,51029,"Buckingham County, Virginia",6290,7244,5324,5965,966,1279
2839,51031,"Campbell County, Virginia",22088,24769,20639,22441,1449,2328
2840,51033,"Caroline County, Virginia",8889,11729,8021,10456,868,1273
2841,51035,"Carroll County, Virginia",14680,16569,12186,12831,2494,3738
2842,51036,"Charles City County, Virginia",2895,3229,2670,2955,225,274
2843,51037,"Charlotte County, Virginia",5734,6273,4951,5109,783,1164
2844,51041,"Chesterfield County, Virginia",97707,122555,93772,115680,3935,6875
2845,51043,"Clarke County, Virginia",5388,6235,4942,5509,446,726
2846,51045,"Craig County, Virginia",2554,2809,2060,2183,494,626
2847,51047,"Culpeper County, Virginia",12871,17657,12141,16231,730,1426
2848,51049,"Cumberland County, Virginia",4085,4626,3528,3980,557,646
2849,51051,"Dickenson County, Virginia",7684,7579,6732,6590,952,989
2850,51053,"Dinwiddie County, Virginia",9707,11422,9107,10504,600,918
2851,51057,"Essex County, Virginia",4926,5757,3995,4517,931,1240
2852,51059,"Fairfax County, Virginia",359411,407998,350714,391627,8697,16371
2853,51061,"Fauquier County, Virginia",21046,25600,19842,23658,1204,1942
2854,51063,"Floyd County, Virginia",6763,7790,5791,6415,972,1375
2855,51065,"Fluvanna County, Virginia",8018,10383,7387,9449,631,934
2856,51067,"Franklin County, Virginia",22717,29315,18963,22780,3754,6535
2857,51069,"Frederick County, Virginia",23319,31346,22097,28864,1222,2482
2858,51071,"Giles County, Virginia",7732,8319,6994,7215,738,1104
2859,51073,"Gloucester County, Virginia",14494,15852,13127,14293,1367,1559
2860,51075,"Goochland County, Virginia",6555,8618,6158,7998,397,620
2861,51077,"Grayson County, Virginia",9123,9156,7259,6846,1864,2310
2862,51079,"Greene County, Virginia",5986,7509,5574,6780,412,729
2863,51081,"Greensville County, Virginia",3765,4090,3375,3566,390,524
2864,51083,"Halifax County, Virginia",16953,18004,15018,15085,1935,2919
2865,51085,"Hanover County, Virginia",32196,38360,31121,36589,1075,1771
2866,51087,"Henrico County, Virginia",112570,132778,108121,124601,4449,8177
2867,51089,"Henry County, Virginia",25921,26268,23910,23151,2011,3117
2868,51091,"Highland County, Virginia",1822,1837,1131,1081,691,756
2869,51093,"Isle of Wight County, Virginia",12066,14633,11319,13718,747,915
2870,51095,"James City County, Virginia",20772,29797,19003,26860,1769,2937
2871,51097,"King and Queen County, Virginia",3010,3414,2673,2882,337,532
2872,51099,"King George County, Virginia",6820,9477,6091,8376,729,1101
2873,51101,"King William County, Virginia",5189,6522,4846,5979,343,543
2874,51103,"Lancaster County, Virginia",6498,7402,5004,5265,1494,2137
2875,51105,"Lee County, Virginia",11086,11745,9706,10159,1380,1586
2876,51107,"Loudoun County, Virginia",62160,109442,59900,104583,2260,4859
2877,51109,"Louisa County, Virginia",11855,16319,9945,12944,1910,3375
2878,51111,"Lunenburg County, Virginia",5736,5935,4998,4957,738,978
2879,51113,"Madison County, Virginia",5239,5932,4739,5083,500,849
2880,51115,"Mathews County, Virginia",5333,5669,3932,3858,1401,1811
2881,51117,"Mecklenburg County, Virginia",17403,18591,12951,13495,4452,5096
2882,51119,"Middlesex County, Virginia",6362,7133,4253,4708,2109,2425
2883,51121,"Montgomery County, Virginia",32527,38569,30997,35767,1530,2802
2884,51125,"Nelson County, Virginia",8554,9931,5887,6396,2667,3535
2885,51127,"New Kent County, Virginia",5203,7295,4925,6813,278,482
2886,51131,"Northampton County, Virginia",6547,7301,5321,5323,1226,1978
2887,51133,"Northumberland County, Virginia",8057,8995,5470,5540,2587,3455
2888,51135,"Nottoway County, Virginia",6373,6650,5664,5706,709,944
2889,51137,"Orange County, Virginia",11354,14616,10150,12895,1204,1721
2890,51139,"Page County, Virginia",10557,11600,9305,9746,1252,1854
2891,51141,"Patrick County, Virginia",9823,10083,8141,8081,1682,2002
2892,51143,"Pittsylvania County, Virginia",28011,31307,24684,26183,3327,5124
2893,51145,"Powhatan County, Virginia",7509,10043,7258,9494,251,549
2894,51147,"Prince Edward County, Virginia",7527,9149,6561,7916,966,1233
2895,51149,"Prince George County, Virginia",10726,12056,10159,11451,567,605
2896,51153,"Prince William County, Virginia",98052,137115,94570,130785,3482,6330
2897,51155,"Pulaski County, Virginia",16325,17235,14643,14821,1682,2414
2898,51157,"Rappahannock County, Virginia",3303,3839,2788,3072,515,767
2899,51159,"Richmond County, Virginia",3512,3850,2937,3159,575,691
2900,51161,"Roanoke County, Virginia",36121,40016,34686,37608,1435,2408
2901,51163,"Rockbridge County, Virginia",9550,11152,8486,9555,1064,1597
2902,51165,"Rockingham County, Virginia",27328,33660,25355,29177,1973,4483
2903,51167,"Russell County, Virginia",13191,13484,11789,11943,1402,1541
2904,51169,"Scott County, Virginia",11355,11916,9795,9775,1560,2141
2905,51171,"Shenandoah County, Virginia",16709,20876,14296,17076,2413,3800
2906,51173,"Smyth County, Virginia",15111,15427,13493,13319,1618,2108
2907,51175,"Southampton County, Virginia",7058,7473,6279,6719,779,754
2908,51177,"Spotsylvania County, Virginia",33329,45185,31308,41942,2021,3243
2909,51179,"Stafford County, Virginia",31405,43978,30187,41769,1218,2209
2910,51181,"Surry County, Virginia",3294,3444,2619,2826,675,618
2911,51183,"Sussex County, Virginia",4653,4696,4126,3994,527,702
2912,51185,"Tazewell County, Virginia",20390,20826,18277,18449,2113,2377
2913,51187,"Warren County, Virginia",13299,16034,12087,14085,1212,1949
2914,51191,"Washington County, Virginia",22985,25601,21056,22843,1929,2758
2915,51193,"Westmoreland County, Virginia",9286,10618,6846,7310,2440,3308
2916,51195,"Wise County, Virginia",17792,17940,16013,15968,1779,1972
2917,51197,"Wythe County, Virginia",12744,14079,11511,12472,1233,1607
2918,51199,"York County, Virginia",20701,26849,20000,24006,701,2843
2919,51510,"Alexandria city, Virginia",64251,72376,61889,68082,2362,4294
2920,51515,"Bedford city, Virginia",2702,2920,2519,2627,183,293
2921,51520,"Bristol city, Virginia",8469,8831,7678,7879,791,952
2922,51530,"Buena Vista city, Virginia",2716,2936,2547,2603,169,333
2923,51540,"Charlottesville city, Virginia",17591,19189,16851,17778,740,1411
2924,51550,"Chesapeake city, Virginia",72672,83196,69900,79574,2772,3622
2925,51560,"Clifton Forge city, Virginia",2069,0,1841,0,228,0
2926,51570,"Colonial Heights city, Virginia",7340,7831,7027,7275,313,556
2927,51580,"Covington city, Virginia",3195,3067,2835,2632,360,435
2928,51590,"Danville city, Virginia",23108,22438,20607,18831,2501,3607
2929,51595,"Emporia city, Virginia",2412,2565,2226,2316,186,249
2930,51600,"Fairfax city, Virginia",8204,8680,8035,8347,169,333
2931,51610,"Falls Church city, Virginia",4725,5489,4471,5101,254,388
2932,51620,"Franklin city, Virginia",3767,3901,3384,3530,383,371
2933,51630,"Fredericksburg city, Virginia",8888,10467,8102,9505,786,962
2934,51640,"Galax city, Virginia",3217,3252,2950,2922,267,330
2935,51650,"Hampton city, Virginia",57311,59566,53887,55031,3424,4535
2936,51660,"Harrisonburg city, Virginia",13689,17444,13133,15988,556,1456
2937,51670,"Hopewell city, Virginia",9749,10121,9055,9129,694,992
2938,51678,"Lexington city, Virginia",2376,2546,2232,2237,144,309
2939,51680,"Lynchburg city, Virginia",27640,31992,25477,28476,2163,3516
2940,51683,"Manassas city, Virginia",12114,13123,11757,12527,357,596
2941,51685,"Manassas Park city, Virginia",3365,4904,3254,4507,111,397
2942,51690,"Martinsville city, Virginia",7249,7205,6498,6084,751,1121
2943,51700,"Newport News city, Virginia",74117,76198,69686,70664,4431,5534
2944,51710,"Norfolk city, Virginia",94416,95018,86210,86485,8206,8533
2945,51720,"Norton city, Virginia",1946,1945,1730,1750,216,195
2946,51730,"Petersburg city, Virginia",15955,16326,13799,13634,2156,2692
2947,51735,"Poquoson city, Virginia",4300,4726,4166,4525,134,201
2948,51740,"Portsmouth city, Virginia",41605,40806,38170,37324,3435,3482
2949,51750,"Radford city, Virginia",6137,6427,5809,5990,328,437
2950,51760,"Richmond city, Virginia",92282,98349,84549,87151,7733,11198
2951,51770,"Roanoke city, Virginia",45257,47453,42003,42712,3254,4741
2952,51775,"Salem city, Virginia",10403,10832,9954,10045,449,787
2953,51790,"Staunton city, Virginia",10427,11738,9676,10480,751,1258
2954,51800,"Suffolk city, Virginia",24704,33035,23283,30868,1421,2167
2955,51810,"Virginia Beach city, Virginia",162277,177879,154455,165089,7822,12790
2956,51820,"Waynesboro city, Virginia",8863,9717,8332,8903,531,814
2957,51830,"Williamsburg city, Virginia",3880,5176,3619,4571,261,605
2958,51840,"Winchester city, Virginia",10587,11872,10001,10607,586,1265
2959,53001,"Adams County, Washington",5773,6242,5229,5720,544,522
2960,53003,"Asotin County, Washington",9111,9872,8364,9236,747,636
2961,53005,"Benton County, Washington",55963,68618,52866,65304,3097,3314
